Reference,Set,SetID,Mineral,Mineral_formula,Mineral_source,Temp,Electrolyte1,Electrolyte1_val,Electrolyte1_SD,Electrolyte1_units,Electrolyte2,Electrolyte2_val,Electrolyte2_SD,Electrolyte2_units,Electrolyte3,Electrolyte3_val,Electrolyte3_SD,Electrolyte3_units,Electrolyte4,Electrolyte4_val,Electrolyte4_SD,Electrolyte4_units,Electrolyte5,Electrolyte5_val,Electrolyte5_SD,Electrolyte5_units,Electrolyte6,Electrolyte6_val,Electrolyte6_SD,Electrolyte6_units,Electrolyte7,Electrolyte7_val,Electrolyte7_SD,Electrolyte7_units,pH,pH_SD,Sorbate,Sorbate_val,Sorbate_SD,Sorbate_units,Aq_val,Aq_SD,Aq_units,Sorbed_val,Sorbed_SD,Sorbed_units,SurfCharge_val,SurfCharge_SD,SurfCharge_units,Mineral_val,Mineral_SD,Mineral_units,MineralSA,MineralSA_SD,MineralSA_units,Mineralsites,Mineralsites_SD,Mineralsites_units,CEC,CEC_SD,CEC_units,Gas1,Gas1_val,Gas1_SD,Gas1_units,Gas2,Gas2_val,Gas2_SD,Gas2_units,Gas3,Gas3_val,Gas3_SD,Gas3_units,X_axis,X_val,X_SD,X_units,Y_axis,Y_val,Y_SD,Y_units
afpmagl10,afpmagl10_f1c,30,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7329,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.415241,0.0415241,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,31,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.831,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.370913,0.0370913,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,32,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0581,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.282256,0.0282256,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,33,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1561,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.234373,0.0234373,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,34,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2852,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.191823,0.0191823,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,35,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3832,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.145753,0.0145753,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,36,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6103,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.0517645,0.00517645,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,37,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7084,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.0145463,0.00145463,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,38,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0335,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.118438,-0.0118438,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,39,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2245,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.208872,-0.0208872,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,40,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3226,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.251423,-0.0251423,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,41,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6168,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.387926,-0.0387926,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,42,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7794,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.453511,-0.0453511,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,43,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.563461,-0.0563461,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1c,44,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.5,0.025,mol/L,N(+5),0.5,0.025,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1097,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.609566,-0.0609566,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,1,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03733,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00076125,7.61E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,2,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0981,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00067475,6.75E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,3,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20263,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00060702,6.07E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,4,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29856,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.0005656,5.66E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,5,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3857,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.0005148,5.15E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,6,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48455,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00047714,4.77E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,7,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5631,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00045641,4.56E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,8,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63578,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00042817,4.28E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,9,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78125,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00039425,3.94E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,10,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90051,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00036034,3.60E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,11,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0169,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00033395,3.34E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,12,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.20608,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00030376,3.04E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,13,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31668,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00028865,2.89E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,14,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49131,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00026034,2.60E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,15,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57569,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00024149,2.41E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,16,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69501,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00022074,2.21E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,17,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82598,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00019998,2.00E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,18,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05008,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00016225,1.62E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,19,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19853,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00014336,1.43E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,20,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28878,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.0001339,1.34E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,21,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4023,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.0001188,1.19E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,22,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.51587,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.00011309,1.13E-05,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,23,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.60901,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,9.99E-05,9.99E-06,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,24,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70801,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,9.42E-05,9.42E-06,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,25,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86817,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,8.66E-05,8.66E-06,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,26,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.99338,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,7.90E-05,7.90E-06,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,27,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12731,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,6.95E-05,6.95E-06,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d02,d02_f3.1a,28,ferrihydrite,Fe(OH)3,synthetic,NA,Na(+1),0.001,5.00E-05,mol/L,N(+5),0.001,5.00E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24665,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,5.25E-05,5.25E-06,mol/L,1,0.1,g/L,600,60,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
