CAD,mean,su
67.5,1.779118461,0.039863643
67.75,1.767969985,0.039858922
68,1.756821204,0.03970949
68.25,1.745557542,0.039578059
68.5,1.734135817,0.039479707
68.75,1.722607438,0.03932448
69,1.711099676,0.039269775
69.25,1.699761258,0.039151704
69.5,1.688699234,0.039150406
69.75,1.677939832,0.038972682
70,1.667432521,0.038889868
70.25,1.657091683,0.03880349
70.5,1.646849212,0.038744526
70.75,1.63668682,0.038531762
71,1.626631292,0.038524562
71.25,1.616719791,0.03843133
71.5,1.606960633,0.03840089
71.75,1.597316333,0.038279647
72,1.58772012,0.038205714
72.25,1.578114948,0.038113081
72.5,1.568489592,0.037997565
72.75,1.558888548,0.037914792
73,1.549389355,0.037914853
73.25,1.540061372,0.037797554
73.5,1.530931091,0.037755294
73.75,1.521974046,0.037653834
74,1.51313614,0.037577585
74.25,1.50436901,0.037471805
74.5,1.495656486,0.037436985
74.75,1.487016572,0.037320947
75,1.478480285,0.037297337
75.25,1.470063757,0.037261059
75.5,1.461753488,0.037163505
75.75,1.453514481,0.037135967
76,1.445314556,0.036959739
76.25,1.43714652,0.036971368
76.5,1.429031292,0.03690685
76.75,1.420998574,0.036787008
77,1.413058237,0.036770796
77.25,1.405183742,0.036792208
77.5,1.397322513,0.036618116
77.75,1.38943059,0.036565441
78,1.381511417,0.036491067
78.25,1.373632834,0.036512134
78.5,1.365907205,0.03633491
78.75,1.358441148,0.036390485
79,1.351280818,0.036256258
79.25,1.344383668,0.036288972
79.5,1.337634323,0.03620067
79.75,1.330897834,0.036189315
80,1.324082277,0.03602935
80.25,1.317177163,0.036009966
80.5,1.31024782,0.035993175
80.75,1.303390871,0.035898856
81,1.296677491,0.035928638
81.25,1.290116765,0.035884668
81.5,1.283658119,0.035764273
81.75,1.27722793,0.035761824
82,1.270775507,0.035668836
82.25,1.264299586,0.03563068
82.5,1.257840194,0.035576529
82.75,1.251443373,0.035525224
83,1.245123491,0.03554954
83.25,1.238849118,0.035447869
83.5,1.232563039,0.035481394
83.75,1.226224716,0.035356752
84,1.219848269,0.03534541
84.25,1.213510498,0.035261621
84.5,1.207320798,0.035221241
84.75,1.201367845,0.035212697
85,1.195672638,0.035175397
85.25,1.190175088,0.035141897
85.5,1.184762915,0.035130024
85.75,1.179327786,0.034999331
86,1.173818057,0.034991442
86.25,1.168259207,0.034955617
86.5,1.162731154,0.034949946
86.75,1.157315932,0.034912765
87,1.152045893,0.034873049
87.25,1.146882231,0.034844799
87.5,1.14173629,0.034769255
87.75,1.136521542,0.034778594
88,1.131206238,0.034710579
88.25,1.125835803,0.034643393
88.5,1.120510817,0.034699923
88.75,1.115331519,0.034590612
89,1.110339128,0.03459971
89.25,1.105486754,0.034574456
89.5,1.100656907,0.034541203
89.75,1.095717292,0.034475148
90,1.090585938,0.034446713
90.25,1.085272067,0.034408598
90.5,1.079872602,0.034343287
90.75,1.074528053,0.034405306
91,1.069362094,0.034337449
91.25,1.064435691,0.034304388
91.5,1.059736297,0.034311635
91.75,1.055202377,0.034190675
92,1.050765109,0.034193064
92.25,1.046382531,0.034159598
92.5,1.04204918,0.034166071
92.75,1.037780639,0.034143026
93,1.033587164,0.034080318
93.25,1.029455315,0.034090712
93.5,1.025349341,0.03403359
93.75,1.021230275,0.034040921
94,1.01707915,0.034018922
94.25,1.012908517,0.033926947
94.5,1.008754477,0.033935341
94.75,1.004654361,0.033905206
95,1.000624712,0.033913757
95.25,0.996654279,0.033891157
95.5,0.992717115,0.033838247
95.75,0.988797624,0.033847024
96,0.984910695,0.033790513
96.25,0.981101781,0.03376997
96.5,0.97742348,0.033746279
96.75,0.973900169,0.033753851
97,0.970501651,0.033738461
97.25,0.967144183,0.033682335
97.5,0.963723231,0.033698515
97.75,0.960164023,0.033645208
98,0.956463778,0.033631384
98.25,0.952700994,0.033602613
98.5,0.949002793,0.033582307
98.75,0.945483414,0.033589594
99,0.942183725,0.033597031
99.25,0.939043419,0.033521259
99.5,0.935922358,0.03347958
99.75,0.93266274,0.033523804
100,0.929162309,0.033474054
100.25,0.925422442,0.033449058
100.5,0.92154748,0.03345601
100.75,0.917696588,0.03340631
101,0.914013508,0.033382314
101.25,0.91056973,0.033391271
101.5,0.907347769,0.033350842
101.75,0.904268629,0.033363744
102,0.90124401,0.033315165
102.25,0.898222425,0.033303121
102.5,0.895204816,0.033278202
102.75,0.892225043,0.033264118
103,0.889311718,0.033276561
103.25,0.886457961,0.03325749
103.5,0.88361934,0.033225473
103.75,0.880741674,0.033207778
104,0.877800992,0.033214143
104.25,0.874829404,0.033147765
104.5,0.87190807,0.033153198
104.75,0.869127664,0.03316855
105,0.866536533,0.033101189
105.25,0.864105583,0.03316782
105.5,0.861731356,0.033102335
105.75,0.859278688,0.033115801
106,0.856642735,0.033081913
106.25,0.853798914,0.033064979
106.5,0.850814923,0.033013697
106.75,0.847818433,0.033057173
107,0.844936996,0.03301617
107.25,0.84224087,0.033022935
107.5,0.839717309,0.032988765
107.75,0.837287746,0.032977032
108,0.834856688,0.033020382
108.25,0.832364982,0.032900654
108.5,0.829819008,0.032962459
108.75,0.827281367,0.032923558
109,0.824829833,0.032911707
109.25,0.822508343,0.032898139
109.5,0.820297429,0.032914955
109.75,0.818120412,0.032879706
110,0.815881964,0.032897199
110.25,0.813518142,0.032854478
110.5,0.811030929,0.032846839
110.75,0.808488738,0.032831075
111,0.805992505,0.032818971
111.25,0.803625255,0.032827461
111.5,0.80141161,0.032793405
111.75,0.799308278,0.032809662
112,0.797229893,0.032775479
112.25,0.795095764,0.03276369
112.5,0.792871904,0.032753171
112.75,0.790585399,0.032743099
113,0.788303201,0.032730718
113.25,0.786087054,0.032721132
113.5,0.783949757,0.03273303
113.75,0.781838076,0.032695826
114,0.779653749,0.032692106
114.25,0.777303501,0.032729341
114.5,0.774752624,0.032621788
114.75,0.772053402,0.032683436
115,0.76933167,0.032642223
115.25,0.766735961,0.032626126
115.5,0.764373147,0.032639529
115.75,0.762261921,0.032583601
116,0.760327028,0.0326451
116.25,0.758437049,0.032563311
116.5,0.756467123,0.032602386
116.75,0.754356087,0.032547977
117,0.752130921,0.032581453
117.25,0.749888145,0.032547261
117.5,0.747743097,0.032536477
117.75,0.745773241,0.032550933
118,0.743983314,0.032516983
118.25,0.742307984,0.032514541
118.5,0.740648281,0.032528656
118.75,0.73892145,0.032473446
119,0.737098341,0.032493964
119.25,0.735210462,0.032455119
119.5,0.733325592,0.032490443
119.75,0.731507461,0.032459215
120,0.729782529,0.032500689
120.25,0.728131644,0.032471484
120.5,0.726509553,0.032416573
120.75,0.72487918,0.032458196
121,0.723239291,0.032425602
121.25,0.721628175,0.032394224
121.5,0.720100058,0.032432976
121.75,0.718687265,0.032404017
122,0.717370363,0.032397502
122.25,0.71607539,0.032392318
122.5,0.714702988,0.032432282
122.75,0.713176443,0.032337741
123,0.711483855,0.032417266
123.25,0.709690772,0.032342679
123.5,0.707913607,0.032358502
123.75,0.706264326,0.032348901
124,0.704792858,0.032341176
124.25,0.703456758,0.032358302
124.5,0.702135548,0.032329164
124.75,0.700685266,0.032327949
125,0.699007959,0.032315847
125.25,0.697102047,0.032314291
125.5,0.695067716,0.032301099
125.75,0.693063343,0.032290116
126,0.691233459,0.032307287
126.25,0.689643379,0.032270654
126.5,0.68825246,0.032273009
126.75,0.686938459,0.032288847
127,0.685559581,0.032242121
127.25,0.684022184,0.032277606
127.5,0.682320279,0.032224749
127.75,0.68052868,0.032233947
128,0.678756243,0.032250161
128.25,0.67708584,0.032221046
128.5,0.675533107,0.032239167
128.75,0.67404431,0.032209932
129,0.672531824,0.032203097
129.25,0.670925818,0.032197858
129.5,0.669213228,0.032168067
129.75,0.66744348,0.032202211
130,0.665699363,0.032174698
130.25,0.664050433,0.03216427
130.5,0.662515084,0.032184727
130.75,0.661051706,0.032154468
131,0.659582776,0.032150403
131.25,0.658037668,0.032143747
131.5,0.656390179,0.03213696
131.75,0.654670393,0.032129172
132,0.652945133,0.032122586
132.25,0.651278678,0.032113368
132.5,0.649696046,0.032127263
132.75,0.648169382,0.032124282
133,0.646634899,0.032100676
133.25,0.645030914,0.032071477
133.5,0.643335829,0.032103544
133.75,0.641584863,0.032073931
134,0.639855637,0.032070037
134.25,0.638229353,0.032059021
134.5,0.636747271,0.032059268
134.75,0.635384926,0.032052414
135,0.634057621,0.032044509
135.25,0.632655022,0.032061415
135.5,0.631088154,0.032034464
135.75,0.629326039,0.032022972
136,0.627404581,0.032001467
136.25,0.625404122,0.032034656
136.5,0.623407521,0.031984719
136.75,0.621459927,0.032013521
137,0.619550111,0.032031402
137.25,0.617622139,0.031985819
137.5,0.615610832,0.031956406
137.75,0.613482654,0.031989299
138,0.611261056,0.031956662
138.25,0.609023158,0.031928807
138.5,0.606868891,0.031956762
138.75,0.604877267,0.031936111
139,0.603070753,0.031921402
139.25,0.601404805,0.031937033
139.5,0.599787645,0.031910344
139.75,0.59812107,0.031905814
140,0.596343253,0.031918062
140.25,0.594453722,0.0318724
140.5,0.592509069,0.031881009
140.75,0.590591674,0.031880847
141,0.588766347,0.031890921
141.25,0.587045532,0.031879039
141.5,0.585379932,0.031836777
141.75,0.583679594,0.031888381
142,0.581856185,0.031850503
142.25,0.579866842,0.03181659
142.5,0.577738642,0.031829061
142.75,0.575561248,0.03183963
143,0.573449926,0.031833749
143.25,0.571495119,0.031789007
143.5,0.56972156,0.031801546
143.75,0.568075966,0.031807255
144,0.566449371,0.031787118
144.25,0.564724107,0.031785291
144.5,0.562823902,0.031779597
144.75,0.560744231,0.031768759
145,0.558549547,0.031739795
145.25,0.556339823,0.031786639
145.5,0.554203174,0.031743658
145.75,0.552177189,0.031739003
146,0.55023637,0.031746905
146.25,0.548309653,0.031724321
146.5,0.546317373,0.031701626
146.75,0.544208529,0.031712502
147,0.541980721,0.031718624
147.25,0.539675133,0.031710729
147.5,0.537351911,0.031686218
147.75,0.535060374,0.031659392
148,0.532819459,0.0316897
148.25,0.530616945,0.03166457
148.5,0.528425271,0.031672338
148.75,0.526223196,0.031652804
149,0.524010218,0.03164055
149.25,0.521805488,0.031617365
149.5,0.519632106,0.03166112
149.75,0.517496141,0.031617842
150,0.515373089,0.031613543
150.25,0.513210964,0.031605441
150.5,0.510950432,0.031597448
150.75,0.508552965,0.031607235
151,0.506022742,0.031583709
151.25,0.50341017,0.031589809
151.5,0.50079364,0.031550941
151.75,0.498247254,0.031569595
152,0.495809942,0.031549735
152.25,0.493471265,0.031540199
152.5,0.491180862,0.031533854
152.75,0.488876169,0.031543121
153,0.486513186,0.031506688
153.25,0.484083441,0.031527384
153.5,0.481607928,0.031520204
153.75,0.479111944,0.031494207
154,0.476596008,0.031474476
154.25,0.474021093,0.031513751
154.5,0.471319121,0.031458781
154.75,0.468425901,0.03148634
155,0.465320714,0.031444388
155.25,0.462051812,0.031459027
155.5,0.458732885,0.031434985
155.75,0.45550926,0.031438449
156,0.452507161,0.031421029
156.25,0.449787707,0.031423387
156.5,0.447325407,0.031386829
156.75,0.445020075,0.031412799
157,0.442736625,0.03140173
157.25,0.440355723,0.03138122
157.5,0.437814632,0.031362491
157.75,0.435122856,0.031369884
158,0.432348544,0.031372629
158.25,0.429583838,0.031351092
158.5,0.426905302,0.031358407
158.75,0.424346097,0.031350049
159,0.421890003,0.031316174
159.25,0.419487054,0.031340155
159.5,0.417081229,0.031330563
159.75,0.41463642,0.031309754
160,0.412149222,0.031303316
160.25,0.409644356,0.031296128
160.5,0.407156924,0.031278525
160.75,0.404711299,0.03131402
161,0.402306976,0.031263797
161.25,0.399917585,0.031273133
161.5,0.397502815,0.031280498
161.75,0.395027363,0.031270913
162,0.392478383,0.031255498
162.25,0.38987392,0.03124387
162.5,0.387258685,0.031254538
162.75,0.384688516,0.031211538
163,0.382209302,0.031250727
163.25,0.379838533,0.031222292
163.5,0.377557077,0.031218674
163.75,0.375315208,0.031219276
164,0.373051319,0.03120547
164.25,0.370716091,0.03120048
164.5,0.36829183,0.031193999
164.75,0.365798022,0.031186036
165,0.363279973,0.031182319
165.25,0.360785347,0.031198668
165.5,0.358339705,0.031157554
165.75,0.355933317,0.031165423
166,0.353526485,0.031160321
166.25,0.351071611,0.031178443
166.5,0.348541549,0.031139952
166.75,0.345950016,0.03114228
167,0.343353003,0.031134601
167.25,0.340828877,0.031140028
167.5,0.338445158,0.031138327
167.75,0.336226684,0.031109585
168,0.33414006,0.03111388
168.25,0.332102518,0.031122402
168.5,0.330012704,0.031105825
168.75,0.327790988,0.03110208
169,0.325412121,0.03110676
169.25,0.322915694,0.031080183
169.5,0.320389014,0.031097588
169.75,0.317929067,0.0310816
170,0.315599855,0.03109667
170.25,0.313404133,0.031061826
170.5,0.31128277,0.031069557
170.75,0.309142737,0.031075529
171,0.306901512,0.031058115
171.25,0.304527636,0.031067203
171.5,0.302058421,0.031039626
171.75,0.29958609,0.03104491
172,0.29721833,0.0310396
172.25,0.295031327,0.031033965
172.5,0.293036961,0.031041834
172.75,0.291179087,0.031019383
173,0.289360099,0.031036038
173.25,0.287484774,0.031022666
173.5,0.285500774,0.031027294
173.75,0.283417526,0.031015951
174,0.281296115,0.031010169
174.25,0.279216712,0.030995422
174.5,0.27724011,0.031021102
174.75,0.275381517,0.030992852
175,0.273607713,0.03100598
175.25,0.271856949,0.030992272
175.5,0.270070493,0.030999662
175.75,0.268220401,0.030976632
176,0.266321296,0.030993387
176.25,0.264422349,0.030979239
176.5,0.262584854,0.030976151
176.75,0.260856426,0.030974344
177,0.259252968,0.030981006
177.25,0.257754912,0.030959574
177.5,0.256317556,0.030973736
177.75,0.254889787,0.030972667
178,0.253432943,0.03095286
178.25,0.251932649,0.030959649
178.5,0.250399888,0.030954914
178.75,0.248862,0.030952138
179,0.247347882,0.030959007
179.25,0.245873584,0.030950655
179.5,0.24443413,0.030954386
179.75,0.243004982,0.030935141
180,0.241552856,0.030945557
180.25,0.240051812,0.030930616
180.5,0.238498089,0.030952771
180.75,0.23691711,0.030927226
181,0.235358795,0.030940806
181.25,0.233881866,0.030921985
181.5,0.232532524,0.030937802
181.75,0.231325651,0.030926447
182,0.230236284,0.03092916
182.25,0.229205462,0.030944411
182.5,0.228158996,0.030922504
182.75,0.227032621,0.030926627
183,0.225794296,0.030918618
183.25,0.224455322,0.030910025
183.5,0.223066111,0.030920028
183.75,0.221698143,0.030920741
184,0.220418875,0.030909239
184.25,0.219268948,0.030907684
184.5,0.218250074,0.030899847
184.75,0.217327814,0.030910551
185,0.216447608,0.03090497
185.25,0.215557313,0.030911376
185.5,0.214627104,0.030894471
185.75,0.213658974,0.030900503
186,0.212682642,0.030897816
186.25,0.211740406,0.030897432
186.5,0.21086802,0.030897329
186.75,0.210079984,0.030904447
187,0.209365358,0.030890472
187.25,0.208695305,0.030886342
187.5,0.208038399,0.030900315
187.75,0.207376411,0.030885362
188,0.20671328,0.030896886
188.25,0.206073225,0.030883438
188.5,0.205488869,0.030895527
188.75,0.204984782,0.030887076
189,0.20456387,0.030887643
189.25,0.204202784,0.030880258
189.5,0.203858546,0.030893812
189.75,0.203483754,0.030874136
190,0.203044164,0.030906994
190.25,0.202531621,0.030878068
190.5,0.201967485,0.030883133
190.75,0.201395652,0.030885048
191,0.200868301,0.030883949
191.25,0.200429891,0.030880575
191.5,0.200105005,0.0308825
191.75,0.199893613,0.030883141
192,0.199774302,0.0308805
192.25,0.199713249,0.030896051
192.5,0.199675137,0.030873097
192.75,0.199632196,0.030875296
193,0.199568872,0.030886237
193.25,0.1994816,0.030881398
193.5,0.199375091,0.03088113
193.75,0.199257656,0.030873805
194,0.199138038,0.030895112
194.25,0.199025093,0.030872284
194.5,0.19892981,0.030879398
194.75,0.198867589,0.030879795
195,0.19885819,0.030879545
195.25,0.19892177,0.030879905
195.5,0.19907168,0.030873799
195.75,0.199307033,0.030880687
196,0.199609074,0.030887441
196.25,0.199944282,0.030874809
196.5,0.200274137,0.030889488
196.75,0.200568064,0.030875366
197,0.200814142,0.030877568
197.25,0.201022873,0.030890818
197.5,0.201222454,0.030889263
197.75,0.201447839,0.030884133
198,0.201728465,0.030886536
198.25,0.202079489,0.03087679
198.5,0.202499125,0.030885623
198.75,0.202971648,0.030892853
199,0.20347355,0.030885999
199.25,0.203980108,0.030878156
199.5,0.204470702,0.030894406
199.75,0.204932611,0.030888003
200,0.205363436,0.030883201
200.25,0.205771934,0.030890073
200.5,0.206176354,0.030889775
200.75,0.206599583,0.030889918
201,0.207061664,0.030891102
201.25,0.207572156,0.030899692
201.5,0.208125847,0.030883275
201.75,0.208704673,0.030892822
202,0.20928604,0.030892881
202.25,0.209854383,0.030894697
202.5,0.210410541,0.030888933
202.75,0.210973786,0.030903481
203,0.211574479,0.030893626
203.25,0.212239918,0.030897161
203.5,0.212979635,0.030898533
203.75,0.213777267,0.030900092
204,0.214593446,0.030901987
204.25,0.215379167,0.030900605
204.5,0.21609424,0.030902962
204.75,0.216723065,0.030911851
205,0.217281217,0.030896936
205.25,0.217810385,0.03090627
205.5,0.218364132,0.030898012
205.75,0.218990325,0.03091371
206,0.219716822,0.030908836
206.25,0.220544958,0.030908338
206.5,0.221451975,0.030906006
206.75,0.222400291,0.03092126
207,0.223349653,0.030914987
207.25,0.224268084,0.030908894
207.5,0.225138789,0.030925109
207.75,0.225961928,0.0309116
208,0.226751774,0.030919063
208.25,0.227530709,0.030910994
208.5,0.228321849,0.030937142
208.75,0.229142024,0.030910371
209,0.229996664,0.030923788
209.25,0.23087783,0.030932475
209.5,0.231766166,0.030925976
209.75,0.232636615,0.030927435
210,0.233466549,0.03092283
210.25,0.234243801,0.030930136
210.5,0.2349717,0.030931522
210.75,0.235668882,0.03093417
211,0.236363459,0.030933159
211.25,0.237083211,0.030933534
211.5,0.237845127,0.030935203
211.75,0.238647987,0.03093614
212,0.239470832,0.030938238
212.25,0.24027835,0.030929845
212.5,0.241032111,0.030940443
212.75,0.241704621,0.030950225
213,0.242291768,0.030944367
213.25,0.242818869,0.03093659
213.5,0.243336662,0.030945922
213.75,0.243906616,0.030946319
214,0.244579243,0.030945675
214.25,0.245373157,0.030953914
214.5,0.24626407,0.030942161
214.75,0.247190251,0.03094088
215,0.248074307,0.030953193
215.25,0.248853312,0.030953793
215.5,0.249504248,0.030955946
215.75,0.250052677,0.030956842
216,0.25055983,0.030963529
216.25,0.251093613,0.03095543
216.5,0.251697129,0.03095132
216.75,0.252369755,0.030957104
217,0.253069566,0.030977639
217.25,0.253735248,0.030945853
217.5,0.254316074,0.030961921
217.75,0.2547951,0.030970407
218,0.255194918,0.030953389
218.25,0.255564539,0.030964281
218.5,0.255955159,0.030962804
218.75,0.256397118,0.030965671
219,0.256888406,0.030976696
219.25,0.257398487,0.030958243
219.5,0.257883673,0.030965806
219.75,0.258305767,0.030968005
220,0.258645749,0.03096895
220.25,0.258908047,0.030970443
220.5,0.259115888,0.030969245
220.75,0.259301675,0.030970156
221,0.259497071,0.030967873
221.25,0.259725874,0.030973075
221.5,0.260000448,0.030955092
221.75,0.260320853,0.030989102
222,0.260675651,0.030972865
222.25,0.261044021,0.03097223
222.5,0.26139952,0.030965243
222.75,0.26171566,0.030985038
223,0.261972544,0.030966828
223.25,0.262162802,0.030982939
223.5,0.26229468,0.030975791
223.75,0.262390779,0.030967886
224,0.262482338,0.030976077
224.25,0.262600428,0.030975878
224.5,0.262766468,0.03097636
224.75,0.262984744,0.030978
225,0.263239359,0.030978059
225.25,0.263497079,0.030977893
225.5,0.26371615,0.030978767
225.75,0.26385921,0.030986817
226,0.263906502,0.030970141
226.25,0.263864504,0.030977697
226.5,0.263765839,0.030978397
226.75,0.263659215,0.030978986
227,0.263592357,0.030969886
227.25,0.263594486,0.030986695
227.5,0.263665872,0.030979063
227.75,0.263779265,0.030980221
228,0.263892671,0.030979641
228.25,0.263967487,0.030970051
228.5,0.263983443,0.030988892
228.75,0.263943558,0.030978499
229,0.263867592,0.0309786
229.25,0.263778356,0.030977293
229.5,0.263688579,0.030977146
229.75,0.263595026,0.030979289
230,0.263482133,0.030977025
230.25,0.263332143,0.030979583
230.5,0.263135634,0.030977411
230.75,0.262896822,0.030969235
231,0.262631437,0.030976383
231.25,0.262359039,0.030985154
231.5,0.262094182,0.03097372
231.75,0.261840727,0.03097416
232,0.261591558,0.030974799
232.25,0.261333179,0.030973437
232.5,0.261052803,0.030973329
232.75,0.260744849,0.030972491
233,0.260414329,0.03098196
233.25,0.260075815,0.030965166
233.5,0.259748228,0.030973037
233.75,0.259447238,0.030970281
234,0.259178239,0.030970211
234.25,0.25893304,0.030970927
234.5,0.258692224,0.030977187
234.75,0.258432649,0.030960055
235,0.258136968,0.030968887
235.25,0.257800614,0.030969998
235.5,0.257432612,0.030976847
235.75,0.257049551,0.030957695
236,0.256665682,0.030974676
236.25,0.256284368,0.030956076
236.5,0.255895633,0.030975457
236.75,0.255481416,0.030963266
237,0.255026034,0.030963695
237.25,0.254526444,0.030955631
237.5,0.253996791,0.030969464
237.75,0.253464488,0.030959867
238,0.252959281,0.030961717
238.25,0.252500173,0.030958575
238.5,0.252086205,0.03095888
238.75,0.251695284,0.030953731
239,0.25129169,0.03096497
239.25,0.250839169,0.030957966
239.5,0.250314353,0.030963228
239.75,0.249715384,0.030946949
240,0.249062763,0.030972874
240.25,0.248392529,0.030943763
240.5,0.247744541,0.03094637
240.75,0.24715001,0.030949332
241,0.246622212,0.030959296
241.25,0.246152908,0.030941242
241.5,0.245715023,0.030956628
241.75,0.245270355,0.030948223
242,0.244779888,0.03094429
242.25,0.244213824,0.030946445
242.5,0.243558728,0.030944634
242.75,0.2428201,0.030945118
243,0.242020061,0.030942771
243.25,0.241191237,0.030944167
243.5,0.24036902,0.030948657
243.75,0.239584583,0.030937767
244,0.238860254,0.030936473
244.25,0.238207543,0.030938531
244.5,0.23762684,0.030935578
244.75,0.237107528,0.030932104
245,0.236628023,0.030925393
245.25,0.236156672,0.030934003
245.5,0.23565532,0.03093926
245.75,0.235086836,0.030931024
246,0.234425807,0.030930171
246.25,0.233668863,0.030929969
246.5,0.232839568,0.030937549
246.75,0.231983761,0.030927759
247,0.231155002,0.030926882
247.25,0.230394788,0.030916988
247.5,0.229715839,0.030931438
247.75,0.229096656,0.030915202
248,0.228490984,0.030930021
248.25,0.22784872,0.03091293
248.5,0.227138668,0.030927867
248.75,0.226362047,0.030918949
249,0.225549963,0.030917397
249.25,0.224746317,0.030916721
249.5,0.223985377,0.030922758
249.75,0.223276106,0.030907435
250,0.22260144,0.030912635
250.25,0.221932217,0.030913741
250.5,0.22124709,0.030912835
250.75,0.220546581,0.030910687
251,0.219853133,0.030909255
251.25,0.219197475,0.030913727
251.5,0.218599766,0.030908246
251.75,0.218056878,0.030905093
252,0.21754334,0.030914332
252.25,0.217025221,0.030898168
252.5,0.216478635,0.03090512
252.75,0.215902095,0.030896675
253,0.215315942,0.030908511
253.25,0.214749807,0.03090901
253.5,0.214226011,0.030892431
253.75,0.213748642,0.030908506
254,0.213304163,0.03089186
254.25,0.212872237,0.030901352
254.5,0.21243952,0.030898758
254.75,0.21200793,0.0308976
255,0.211592794,0.030896896
255.25,0.211212676,0.030895164
255.5,0.210877583,0.030895649
255.75,0.210582777,0.030895666
256,0.210311598,0.030896823
256.25,0.210045177,0.030896698
256.5,0.209773092,0.030894392
256.75,0.209499026,0.030894052
257,0.209238902,0.03090021
257.25,0.209013303,0.03088624
257.5,0.208838663,0.030893391
257.75,0.208721415,0.030908891
258,0.20865683,0.030886909
258.25,0.208631582,0.0308941
258.5,0.208627845,0.03089274
258.75,0.208627239,0.030887538
259,0.208614272,0.030899363
259.25,0.20857966,0.03088527
259.5,0.208523541,0.030900053
259.75,0.20845744,0.03089341
260,0.208403213,0.030884861
260.25,0.208387841,0.030899745
260.5,0.208434851,0.030893054
260.75,0.208555234,0.030892707
261,0.20874173,0.030892656
261.25,0.208969545,0.030893501
261.5,0.209204143,0.03088961
261.75,0.209413742,0.03090041
262,0.209581975,0.030902319
262.25,0.209715702,0.030887137
262.5,0.209844505,0.030889625
262.75,0.210011392,0.030902741
263,0.210257657,0.030886708
263.25,0.210607292,0.030902275
263.5,0.211056941,0.03089727
263.75,0.211575574,0.030890192
264,0.212114499,0.030898068
264.25,0.212624197,0.030908649
264.5,0.213071623,0.030885895
264.75,0.21345126,0.030914786
265,0.213785684,0.030894529
265.25,0.21411571,0.030899314
265.5,0.214484424,0.03090154
265.75,0.214921765,0.030902457
266,0.215435705,0.030903682
266.25,0.216012925,0.030905016
266.5,0.216627673,0.030910652
266.75,0.217254147,0.030896374
267,0.217876721,0.030900207
267.25,0.218493932,0.030914486
267.5,0.219115416,0.030906415
267.75,0.219754304,0.030908544
268,0.220419415,0.030909686
268.25,0.2211111,0.030911749
268.5,0.221822354,0.030905283
268.75,0.222543918,0.03090736
269,0.223270187,0.030920667
269.25,0.224002612,0.030913821
269.5,0.224748825,0.03091558
269.75,0.225517998,0.030917791
270,0.226314783,0.030912223
270.25,0.22713469,0.030926429
270.5,0.227963011,0.030922981
270.75,0.228777868,0.030922799
271,0.229556347,0.030923625
271.25,0.230281634,0.030917924
271.5,0.230948683,0.030933883
271.75,0.231566271,0.030927695
272,0.232154348,0.030927286
272.25,0.232737148,0.03092034
272.5,0.233334304,0.030929347
272.75,0.233953471,0.030938513
273,0.23458791,0.030931137
273.25,0.235220804,0.030921813
273.5,0.235835031,0.030933312
273.75,0.236424163,0.030933776
274,0.236999092,0.03094143
274.25,0.237586085,0.030928452
274.5,0.238215885,0.030935035
274.75,0.238908174,0.0309378
275,0.239658725,0.030940321
275.25,0.240436193,0.030939724
275.5,0.241191398,0.030933336
275.75,0.241876003,0.030950841
276,0.242462519,0.030943116
276.25,0.242956345,0.030937119
276.5,0.243393845,0.030945275
276.75,0.243826955,0.030943267
277,0.244301154,0.030948571
277.25,0.244836867,0.030939249
277.5,0.24542259,0.030956338
277.75,0.246022403,0.030948531
278,0.24659371,0.030942655
278.25,0.247106551,0.030957997
278.5,0.24755572,0.030950298
278.75,0.247960919,0.030944015
279,0.248356133,0.030951997
279.25,0.248774152,0.030953999
279.5,0.249233601,0.030954485
279.75,0.249733673,0.030964999
280,0.250257458,0.030947196
280.25,0.2507808,0.030948497
280.5,0.251281786,0.030974174
280.75,0.251746745,0.030958384
281,0.25217127,0.030949705
281.25,0.25255737,0.030959846
281.5,0.252909423,0.030959376
281.75,0.253231296,0.030960655
282,0.253525661,0.030969924
282.25,0.253794966,0.030953201
282.5,0.254042656,0.030961088
282.75,0.25427341,0.030962357
283,0.254492046,0.030963965
283.25,0.254701683,0.030962987
283.5,0.254902289,0.030961351
283.75,0.255090533,0.030973133
284,0.255261213,0.030948206
284.25,0.255409725,0.030962718
284.5,0.255534582,0.030973385
284.75,0.255638912,0.030965469
285,0.255730304,0.030965523
285.25,0.255818967,0.030962589
285.5,0.25591475,0.030966961
285.75,0.256023948,0.030962952
286,0.25614686,0.030966269
286.25,0.256276907,0.030966098
286.5,0.256401606,0.030965292
286.75,0.256505235,0.030966768
287,0.256572396,0.030966614
287.25,0.25659139,0.030973184
287.5,0.256556294,0.030956973
287.75,0.256467082,0.030965032
288,0.256327939,0.030966428
288.25,0.256144729,0.03096317
288.5,0.255922974,0.030965065
288.75,0.255667388,0.030965749
289,0.255383083,0.030972927
289.25,0.255077378,0.030958443
289.5,0.254760596,0.030979824
289.75,0.254444566,0.030964423
290,0.254138928,0.030954442
290.25,0.253846901,0.030959464
290.5,0.253563003,0.030970165
290.75,0.25327464,0.030952931
291,0.252967476,0.030960023
291.25,0.252632252,0.030958763
291.5,0.252269401,0.030960173
291.75,0.251888575,0.030957563
292,0.251502853,0.030958624
292.25,0.25112058,0.030966292
292.5,0.25073962,0.030948735
292.75,0.250347894,0.030964595
