trial_number,value,state,duration,lr,batch_size,lambda1_metaweight
803,0.08485341309146448,PRUNED,0:00:01.255399,0.021118299292491278,144,1.3286490992023305
804,0.5744680047035218,PRUNED,0:00:00.544635,0.021402251892904966,180,1.3318477783796654
805,1.4264017106206328,PRUNED,0:00:00.549399,0.0009350193774501302,175,1.3313638154353034
806,0.911695207557539,PRUNED,0:00:00.663159,0.004063807997474709,138,1.302058514301699
807,0.08265626366586375,PRUNED,0:00:01.532273,0.010966467151157806,112,1.3077444254129618
808,0.5557149027059548,PRUNED,0:00:00.662630,0.011011919107185431,138,1.3067650739013135
809,0.00379441720476897,COMPLETE,0:00:20.627293,0.01075283798744164,132,1.4064868451728558
810,1.6465992227300896,PRUNED,0:00:00.673568,0.00033975970411398416,132,1.3916910535917066
811,0.06782537461449839,PRUNED,0:00:01.229414,0.010683036269727489,130,1.3903543930793703
812,0.9803979376266743,PRUNED,0:00:00.648458,0.003021952836168726,131,0.6386804601918566
813,0.04533524771846791,PRUNED,0:00:02.879374,0.012246219287227507,100,1.0701829462317474
814,1.0433724747278303,PRUNED,0:00:00.748471,0.0015777082798684597,99,1.4293497602364564
815,0.8425081478697913,PRUNED,0:00:00.515057,0.006716149051569548,209,1.3455349119042053
816,0.6307794569277918,PRUNED,0:00:00.654746,0.00609915976911465,123,1.420014739219774
817,0.587554580088958,PRUNED,0:00:00.537767,0.018569309936658486,184,1.265825984246763
818,0.6115675702838614,PRUNED,0:00:00.513657,0.01673363782191944,188,1.2753436654904635
819,0.6299324909059127,PRUNED,0:00:00.521040,0.014535915684270984,187,1.0654954476474678
820,0.6310584673285484,PRUNED,0:00:00.528897,0.013873169870678461,189,1.282616467923383
821,0.7344633313986633,PRUNED,0:00:00.544732,0.008292696690348983,171,1.2038129889313383
822,0.7224648994659739,PRUNED,0:00:00.555729,0.008773947812616265,170,1.2035825109157212
823,0.7251778743483803,PRUNED,0:00:00.560446,0.008657180311103706,172,1.1957127405217074
824,0.5785054758282527,PRUNED,0:00:00.655376,0.008759387200236378,116,1.3522962885602503
825,0.775890628801533,PRUNED,0:00:00.660002,0.004343917290128402,116,1.3470545243875796
826,0.7977344716887876,PRUNED,0:00:00.707736,0.004265461897848188,114,1.3440459378933214
827,1.052084921354271,PRUNED,0:00:00.459658,0.004908076492391165,228,1.353251257707253
828,0.6440673839478266,PRUNED,0:00:00.782505,0.005242486271873145,90,1.2369110468570923
829,1.0008389139547944,PRUNED,0:00:00.515839,0.005136673939657532,198,0.7693597659927548
830,0.844894154307743,PRUNED,0:00:00.481665,0.007133094867970963,197,1.2455439793840533
831,0.6384810761980761,PRUNED,0:00:00.651014,0.006860492241865447,124,1.3763382333401035
832,0.06946629583835602,PRUNED,0:00:01.538747,0.006748868705352653,90,1.2428253081434317
833,0.8065482368071873,PRUNED,0:00:00.510049,0.006994893418778574,180,1.170252872120138
834,0.07119945892029339,PRUNED,0:00:01.234292,0.01055976967584592,124,1.3809318425450068
835,0.6752711988630749,PRUNED,0:00:00.547635,0.010454118562291196,180,1.3098205869807025
836,0.5778204659223557,PRUNED,0:00:00.566417,0.01072724986971801,152,1.313913013554036
837,0.5278537514741006,PRUNED,0:00:00.637964,0.013119100428139456,137,1.3257224698382413
838,0.9080450187126795,PRUNED,0:00:00.674957,0.0028735722781517425,109,1.3258917335580813
839,0.9785980661125744,PRUNED,0:00:00.599095,0.0033251880340738602,139,1.288598746442691
840,0.04562165247726029,PRUNED,0:00:02.923340,0.013463783864431124,109,1.285148808344183
841,0.8942841387343132,PRUNED,0:00:00.730815,0.002959539119304651,109,1.2931789871781525
842,0.07783864148788983,PRUNED,0:00:01.339940,0.018927930037863715,105,1.2915810959476712
843,0.07745376167198022,PRUNED,0:00:01.402649,0.018441588364144234,102,1.2646315461054614
844,0.09760201849447664,PRUNED,0:00:01.202869,0.01747891971224679,147,1.0981172930670982
845,0.07213961452526867,PRUNED,0:00:01.359683,0.013391402231340568,119,1.2203013272605503
846,0.5354736549018314,PRUNED,0:00:00.852707,0.008982912237674235,119,1.3722417290203213
847,1.8227163560782806,PRUNED,0:00:00.823144,1.549744281898567e-05,120,1.3702754183627335
848,0.0381092418954797,PRUNED,0:00:03.474898,0.012862280686184243,130,1.4061756333088264
849,0.07753733089383767,PRUNED,0:00:01.232986,0.012643106941127035,129,1.3996367534892817
850,0.7562197932909275,PRUNED,0:00:00.614153,0.00572641702245791,131,0.8071940427181747
851,0.06761138114681099,PRUNED,0:00:01.438573,0.006062144250875178,96,1.4012589640435695
852,0.9255917699792278,PRUNED,0:00:00.724056,0.0021600768375044533,95,1.2584733090878424
853,0.760901780329018,PRUNED,0:00:00.532247,0.007528904672220086,177,1.1869740506780115
854,0.7366054944301906,PRUNED,0:00:00.536773,0.007661016233304796,166,1.1836837981872181
855,0.7663522731756496,PRUNED,0:00:00.529473,0.007737792835363609,177,1.3373666606532957
856,0.6189105529902559,PRUNED,0:00:00.631119,0.009368870448797043,143,1.3313959359602647
857,0.9455921889254542,PRUNED,0:00:00.589808,0.0037647860716996354,143,1.3365240097229982
858,0.6101556703109633,PRUNED,0:00:00.601839,0.009341197448216461,143,1.3589572912009358
859,0.133808180476938,PRUNED,0:00:01.270360,0.024392625198632934,135,1.3543152755620615
860,0.7078612095920752,PRUNED,0:00:00.605301,0.005478209805678677,134,1.3175334791309492
861,0.11156029654901568,PRUNED,0:00:01.076335,0.02858764439899707,159,1.3084216883420174
