Algorithm,app,bwlevel,nodecount,power_cap,runtime,Thread_count,prediction,pred_runtime,Domain,node_count,config_node_count,config_runtime,pred_config_runtime
pak,cg,4,2048,115,14.59,16,[12.647149],12.647149,,128,128,14.59,14.59
rand,cg,4,2048,115,14.5,16,[18.533758],18.533758,,128,103,19.28,19.28
spr,cg,4,2048,115,15.53,16,[13.013693],13.013693,,128,128,15.53,15.53
pak,cg,4,2048,115,21.76,24,[19.585403],19.585403,,86,86,21.76,21.76
rand,cg,4,2048,115,22.22,24,[21.728737],21.728737,,86,86,22.22,22.22
spr,cg,4,2048,115,22.37,24,[21.15117],21.15117,,86,86,22.37,22.37
pak,cg,5,2048,115,14.51,16,[12.0846405],12.0846405,,128,128,14.51,14.51
rand,cg,5,2048,115,14.57,16,[15.65031],15.65031,,128,128,14.57,14.57
spr,cg,5,2048,115,14.91,16,[15.12844],15.12844,,128,128,14.91,14.91
pak,cg,5,2048,115,21.8,24,[20.400217],20.400217,,86,86,21.8,21.8
rand,cg,5,2048,115,21.64,24,[17.15334],17.15334,,86,86,21.64,21.64
spr,cg,5,2048,115,22.18,24,[19.375034],19.375034,,86,86,22.18,22.18
pak,cg,2,2048,115,22.29,16,[25.983309],25.983309,,128,64,26.33,26.33
rand,cg,2,2048,115,26.13,16,[28.366753],28.366753,,128,64,26.33,26.33
spr,cg,2,2048,115,22.33,16,[29.234537],29.234537,,128,64,26.33,26.33
pak,cg,2,2048,115,27.95,24,[29.370607],29.370607,,86,64,26.33,26.33
rand,cg,2,2048,115,29.6,24,[36.970047],36.970047,,86,32,33.6,33.6
spr,cg,2,2048,115,27.98,24,[28.367226],28.367226,,86,64,26.33,26.33
pak,cg,1,2048,115,33.36,16,[31.066229],31.066229,,128,32,33.6,33.6
rand,cg,1,2048,115,39.32,16,[41.654102],41.654102,,128,22,44.38,44.38
spr,cg,1,2048,115,35.29,16,[34.595627],34.595627,,128,32,33.6,33.6
pak,cg,1,2048,115,31.82,24,[33.936546],33.936546,,86,32,33.6,33.6
rand,cg,1,2048,115,55.89,24,[51.927773],51.927773,,86,22,44.38,44.38
spr,cg,1,2048,115,43.86,24,[37.31444],37.31444,,86,32,33.6,33.6
pak,cg,3,2048,64,17.24,16,[15.812242],15.812242,,128,128,17.24,17.24
rand,cg,3,2048,64,17.66,16,[26.611553],26.611553,,128,64,26.33,26.33
spr,cg,3,2048,64,17.15,16,[15.743966],15.743966,,128,128,17.15,17.15
pak,cg,3,2048,64,23.94,24,[25.17877],25.17877,,86,64,26.33,26.33
rand,cg,3,2048,64,24.95,24,[23.206652],23.206652,,86,86,24.95,24.95
spr,cg,3,2048,64,24.4,24,[25.508818],25.508818,,86,64,26.33,26.33
pak,cg,4,2048,64,15.0,16,[13.097132],13.097132,,128,128,15.0,15.0
rand,cg,4,2048,64,15.71,16,[21.623331],21.623331,,128,86,21.64,21.64
spr,cg,4,2048,64,15.48,16,[14.325366],14.325366,,128,128,15.48,15.48
pak,cg,4,2048,64,23.18,24,[25.239302],25.239302,,86,64,26.33,26.33
rand,cg,4,2048,64,23.26,24,[23.198391],23.198391,,86,86,23.26,23.26
spr,cg,4,2048,64,23.48,24,[21.103878],21.103878,,86,86,23.48,23.48
pak,cg,5,2048,64,14.99,16,[13.673139],13.673139,,128,128,14.99,14.99
rand,cg,5,2048,64,15.68,16,[20.496365],20.496365,,128,86,21.64,21.64
spr,cg,5,2048,64,15.5,16,[18.987667],18.987667,,128,103,19.28,19.28
pak,cg,5,2048,64,23.21,24,[23.613688],23.613688,,86,86,23.21,23.21
rand,cg,5,2048,64,23.22,24,[26.132305],26.132305,,86,64,26.33,26.33
spr,cg,5,2048,64,23.37,24,[23.16039],23.16039,,86,86,23.37,23.37
pak,cg,2,2048,64,22.89,16,[22.856686],22.856686,,128,86,21.64,21.64
rand,cg,2,2048,64,23.11,16,[26.575743],26.575743,,128,64,26.33,26.33
spr,cg,2,2048,64,22.75,16,[25.645458],25.645458,,128,64,26.33,26.33
pak,cg,2,2048,64,28.81,24,[30.290728],30.290728,,86,52,33.02,33.02
rand,cg,2,2048,64,33.79,24,[32.91084],32.91084,,86,32,33.6,33.6
spr,cg,2,2048,64,28.9,24,[26.259586],26.259586,,86,64,26.33,26.33
pak,cg,1,2048,64,33.58,16,[32.06487],32.06487,,128,32,33.6,33.6
rand,cg,1,2048,64,37.29,16,[35.503803],35.503803,,128,32,33.6,33.6
spr,cg,1,2048,64,35.74,16,[38.482708],38.482708,,128,32,33.6,33.6
pak,cg,1,2048,64,32.9,24,[33.62555],33.62555,,86,32,33.6,33.6
rand,cg,1,2048,64,60.72,24,[57.555347],57.555347,,86,22,44.38,44.38
spr,cg,1,2048,64,46.07,24,[37.932133],37.932133,,86,32,33.6,33.6
pak,cg,3,2048,80,16.78,16,[15.320724],15.320724,,128,128,16.78,16.78
rand,cg,3,2048,80,16.93,16,[18.956871],18.956871,,128,103,19.28,19.28
spr,cg,3,2048,80,16.62,16,[18.692936],18.692936,,128,103,19.28,19.28
pak,cg,3,2048,80,23.08,24,[24.570755],24.570755,,86,64,26.33,26.33
rand,cg,3,2048,80,25.06,24,[26.034033],26.034033,,86,64,26.33,26.33
spr,cg,3,2048,80,23.64,24,[25.099562],25.099562,,86,64,26.33,26.33
pak,cg,4,2048,80,14.47,16,[15.513975],15.513975,,128,128,14.47,14.47
rand,cg,4,2048,80,15.47,16,[19.78424],19.78424,,128,86,21.64,21.64
spr,cg,4,2048,80,14.89,16,[16.331379],16.331379,,128,128,14.89,14.89
pak,cg,4,2048,80,22.15,24,[25.807045],25.807045,,86,64,26.33,26.33
rand,cg,4,2048,80,22.23,24,[19.961958],19.961958,,86,86,22.23,22.23
spr,cg,4,2048,80,22.57,24,[22.119846],22.119846,,86,86,22.57,22.57
pak,cg,5,2048,80,14.41,16,[13.692018],13.692018,,128,128,14.41,14.41
rand,cg,5,2048,80,14.64,16,[23.256338],23.256338,,128,86,21.64,21.64
spr,cg,5,2048,80,14.96,16,[14.616488],14.616488,,128,128,14.96,14.96
pak,cg,5,2048,80,22.13,24,[27.137213],27.137213,,86,64,26.33,26.33
rand,cg,5,2048,80,22.35,24,[21.963097],21.963097,,86,86,22.35,22.35
spr,cg,5,2048,80,22.44,24,[23.7583],23.7583,,86,64,26.01,26.01
pak,cg,2,2048,80,22.5,16,[22.291098],22.291098,,128,86,21.64,21.64
rand,cg,2,2048,80,22.63,16,[26.640512],26.640512,,128,64,26.33,26.33
spr,cg,2,2048,80,22.2,16,[28.772394],28.772394,,128,64,26.33,26.33
pak,cg,2,2048,80,28.07,24,[26.986322],26.986322,,86,64,26.33,26.33
rand,cg,2,2048,80,32.64,24,[38.08926],38.08926,,86,32,33.6,33.6
spr,cg,2,2048,80,28.21,24,[28.436003],28.436003,,86,64,26.33,26.33
pak,cg,1,2048,80,33.38,16,[30.792568],30.792568,,128,32,33.6,33.6
rand,cg,1,2048,80,51.27,16,[42.064533],42.064533,,128,22,44.38,44.38
spr,cg,1,2048,80,35.41,16,[35.995068],35.995068,,128,32,33.6,33.6
pak,cg,1,2048,80,32.29,24,[32.164932],32.164932,,86,32,33.6,33.6
rand,cg,1,2048,80,51.95,24,[59.518387],59.518387,,86,22,44.38,44.38
spr,cg,1,2048,80,37.05,24,[38.484245],38.484245,,86,32,33.6,33.6
pak,cg,3,4096,115,13.47,16,[10.919821],10.919821,,256,256,13.47,13.47
pak,cg,3,4096,115,13.44,16,[10.919821],10.919821,,256,256,13.44,13.44
rand,cg,3,4096,115,13.43,16,[11.325219],11.325219,,256,256,13.43,13.43
rand,cg,3,4096,115,13.45,16,[11.325219],11.325219,,256,256,13.45,13.45
spr,cg,3,4096,115,13.42,16,[10.867972],10.867972,,256,256,13.42,13.42
spr,cg,3,4096,115,13.42,16,[10.867972],10.867972,,256,256,13.42,13.42
pak,cg,3,4096,115,17.93,20,[14.987209],14.987209,,205,128,14.49,14.49
pak,cg,3,4096,115,17.92,20,[14.987209],14.987209,,205,128,14.49,14.49
rand,cg,3,4096,115,18.13,20,[18.965595],18.965595,,205,103,19.28,19.28
rand,cg,3,4096,115,18.3,20,[18.965595],18.965595,,205,103,19.28,19.28
spr,cg,3,4096,115,18.92,20,[17.101742],17.101742,,205,128,14.49,14.49
spr,cg,3,4096,115,18.54,20,[17.101742],17.101742,,205,128,14.49,14.49
pak,cg,3,4096,115,20.45,24,[16.89211],16.89211,,171,128,14.49,14.49
rand,cg,3,4096,115,21.12,24,[26.909006],26.909006,,171,64,26.33,26.33
spr,cg,3,4096,115,20.94,24,[25.512808],25.512808,,171,64,26.33,26.33
pak,cg,4,4096,115,13.52,16,[12.424328],12.424328,,256,256,13.52,13.52
pak,cg,4,4096,115,13.44,16,[12.424328],12.424328,,256,256,13.44,13.44
rand,cg,4,4096,115,13.45,16,[11.381293],11.381293,,256,256,13.45,13.45
rand,cg,4,4096,115,13.41,16,[11.381293],11.381293,,256,256,13.41,13.41
spr,cg,4,4096,115,13.47,16,[8.63074],8.63074,,256,256,13.47,13.47
spr,cg,4,4096,115,13.46,16,[8.63074],8.63074,,256,256,13.46,13.46
pak,cg,4,4096,115,17.8,20,[13.925804],13.925804,,205,128,14.49,14.49
pak,cg,4,4096,115,17.78,20,[13.925804],13.925804,,205,128,14.49,14.49
rand,cg,4,4096,115,17.86,20,[15.357385],15.357385,,205,128,14.49,14.49
rand,cg,4,4096,115,17.74,20,[15.357385],15.357385,,205,128,14.49,14.49
spr,cg,4,4096,115,18.09,20,[18.021051],18.021051,,205,103,19.28,19.28
spr,cg,4,4096,115,18.13,20,[18.021051],18.021051,,205,103,19.28,19.28
pak,cg,4,4096,115,19.85,24,[19.365261],19.365261,,171,103,19.28,19.28
rand,cg,4,4096,115,19.55,24,[20.303488],20.303488,,171,86,21.64,21.64
spr,cg,4,4096,115,19.81,24,[20.934141],20.934141,,171,86,21.64,21.64
pak,cg,5,4096,115,13.42,16,[13.805862],13.805862,,256,128,14.49,14.49
pak,cg,5,4096,115,13.46,16,[13.805862],13.805862,,256,128,14.49,14.49
rand,cg,5,4096,115,13.44,16,[9.3900585],9.3900585,,256,256,13.44,13.44
rand,cg,5,4096,115,13.42,16,[9.3900585],9.3900585,,256,256,13.42,13.42
spr,cg,5,4096,115,13.45,16,[7.51611],7.51611,,256,256,13.45,13.45
spr,cg,5,4096,115,13.42,16,[7.51611],7.51611,,256,256,13.42,13.42
pak,cg,5,4096,115,17.78,20,[13.36972],13.36972,,205,128,14.49,14.49
pak,cg,5,4096,115,17.82,20,[13.36972],13.36972,,205,128,14.49,14.49
rand,cg,5,4096,115,17.82,20,[16.446095],16.446095,,205,128,14.49,14.49
rand,cg,5,4096,115,17.85,20,[16.446095],16.446095,,205,128,14.49,14.49
spr,cg,5,4096,115,18.15,20,[17.89435],17.89435,,205,103,19.28,19.28
spr,cg,5,4096,115,18.12,20,[17.89435],17.89435,,205,103,19.28,19.28
pak,cg,5,4096,115,19.79,24,[16.910797],16.910797,,171,128,14.49,14.49
rand,cg,5,4096,115,19.56,24,[17.386202],17.386202,,171,128,14.49,14.49
spr,cg,5,4096,115,19.75,24,[23.4391],23.4391,,171,86,21.64,21.64
pak,cg,2,4096,115,13.57,16,[11.979527],11.979527,,256,256,13.57,13.57
pak,cg,2,4096,115,13.52,16,[11.979527],11.979527,,256,256,13.52,13.52
rand,cg,2,4096,115,13.52,16,[14.713004],14.713004,,256,128,14.49,14.49
rand,cg,2,4096,115,13.52,16,[14.713004],14.713004,,256,128,14.49,14.49
spr,cg,2,4096,115,13.52,16,[12.067027],12.067027,,256,256,13.52,13.52
spr,cg,2,4096,115,13.55,16,[12.067027],12.067027,,256,256,13.55,13.55
pak,cg,2,4096,115,23.07,20,[18.295973],18.295973,,205,103,19.28,19.28
pak,cg,2,4096,115,23.17,20,[18.295973],18.295973,,205,103,19.28,19.28
rand,cg,2,4096,115,25.45,20,[25.599724],25.599724,,205,64,26.33,26.33
rand,cg,2,4096,115,30.54,20,[25.599724],25.599724,,205,64,26.33,26.33
spr,cg,2,4096,115,24.01,20,[25.268793],25.268793,,205,64,26.33,26.33
spr,cg,2,4096,115,23.99,20,[25.268793],25.268793,,205,64,26.33,26.33
pak,cg,2,4096,115,27.41,24,[25.071648],25.071648,,171,64,26.33,26.33
rand,cg,2,4096,115,29.17,24,[34.30381],34.30381,,171,32,33.6,33.6
spr,cg,2,4096,115,26.8,24,[29.968042],29.968042,,171,52,32.65,32.65
pak,cg,1,4096,115,13.52,16,[15.015359],15.015359,,256,128,14.49,14.49
pak,cg,1,4096,115,13.59,16,[15.015359],15.015359,,256,128,14.49,14.49
rand,cg,1,4096,115,13.39,16,[19.120602],19.120602,,256,103,19.28,19.28
rand,cg,1,4096,115,13.53,16,[19.120602],19.120602,,256,103,19.28,19.28
spr,cg,1,4096,115,13.53,16,[12.238677],12.238677,,256,256,13.53,13.53
spr,cg,1,4096,115,13.53,16,[12.238677],12.238677,,256,256,13.53,13.53
pak,cg,1,4096,115,32.16,20,[26.040625],26.040625,,205,64,26.33,26.33
pak,cg,1,4096,115,32.15,20,[26.040625],26.040625,,205,64,26.33,26.33
rand,cg,1,4096,115,42.33,20,[36.324894],36.324894,,205,32,33.6,33.6
rand,cg,1,4096,115,44.01,20,[36.324894],36.324894,,205,32,33.6,33.6
spr,cg,1,4096,115,32.58,20,[33.045486],33.045486,,205,32,33.6,33.6
spr,cg,1,4096,115,32.58,20,[33.045486],33.045486,,205,32,33.6,33.6
pak,cg,1,4096,115,44.49,24,[34.18205],34.18205,,171,32,33.6,33.6
rand,cg,1,4096,115,49.36,24,[44.19101],44.19101,,171,22,44.38,44.38
spr,cg,1,4096,115,36.66,24,[36.01518],36.01518,,171,32,33.6,33.6
pak,cg,3,4096,64,13.76,16,[6.1817117],6.1817117,,256,256,13.76,13.76
pak,cg,3,4096,64,13.68,16,[6.1817117],6.1817117,,256,256,13.68,13.68
rand,cg,3,4096,64,13.79,16,[14.1293955],14.1293955,,256,128,14.49,14.49
rand,cg,3,4096,64,13.77,16,[14.1293955],14.1293955,,256,128,14.49,14.49
spr,cg,3,4096,64,13.78,16,[10.054754],10.054754,,256,256,13.78,13.78
spr,cg,3,4096,64,13.75,16,[10.054754],10.054754,,256,256,13.75,13.75
pak,cg,3,4096,64,18.51,20,[18.10949],18.10949,,205,103,19.28,19.28
pak,cg,3,4096,64,18.54,20,[18.10949],18.10949,,205,103,19.28,19.28
rand,cg,3,4096,64,18.76,20,[21.313248],21.313248,,205,86,21.64,21.64
rand,cg,3,4096,64,18.69,20,[21.313248],21.313248,,205,86,21.64,21.64
spr,cg,3,4096,64,19.16,20,[19.553411],19.553411,,205,103,19.28,19.28
spr,cg,3,4096,64,19.14,20,[19.553411],19.553411,,205,103,19.28,19.28
pak,cg,3,4096,64,21.48,24,[22.072311],22.072311,,171,86,21.64,21.64
pak,cg,3,4096,64,21.35,24,[22.072311],22.072311,,171,86,21.64,21.64
rand,cg,3,4096,64,21.53,24,[20.945786],20.945786,,171,86,21.64,21.64
rand,cg,3,4096,64,21.69,24,[20.945786],20.945786,,171,86,21.64,21.64
spr,cg,3,4096,64,22.36,24,[18.54769],18.54769,,171,103,19.28,19.28
spr,cg,3,4096,64,22.25,24,[18.54769],18.54769,,171,103,19.28,19.28
pak,cg,4,4096,64,13.81,16,[9.60259],9.60259,,256,256,13.81,13.81
pak,cg,4,4096,64,13.76,16,[9.60259],9.60259,,256,256,13.76,13.76
rand,cg,4,4096,64,13.75,16,[15.594411],15.594411,,256,128,14.49,14.49
rand,cg,4,4096,64,13.78,16,[15.594411],15.594411,,256,128,14.49,14.49
spr,cg,4,4096,64,13.81,16,[15.281714],15.281714,,256,128,14.49,14.49
spr,cg,4,4096,64,13.82,16,[15.281714],15.281714,,256,128,14.49,14.49
pak,cg,4,4096,64,18.45,20,[17.411846],17.411846,,205,128,14.49,14.49
pak,cg,4,4096,64,18.46,20,[17.411846],17.411846,,205,128,14.49,14.49
rand,cg,4,4096,64,18.28,20,[19.67681],19.67681,,205,86,21.64,21.64
rand,cg,4,4096,64,18.49,20,[19.67681],19.67681,,205,86,21.64,21.64
spr,cg,4,4096,64,18.8,20,[18.56458],18.56458,,205,103,19.28,19.28
spr,cg,4,4096,64,18.79,20,[18.56458],18.56458,,205,103,19.28,19.28
pak,cg,4,4096,64,20.98,24,[20.137115],20.137115,,171,86,21.64,21.64
pak,cg,4,4096,64,20.88,24,[20.137115],20.137115,,171,86,21.64,21.64
rand,cg,4,4096,64,20.69,24,[20.373543],20.373543,,171,86,21.64,21.64
rand,cg,4,4096,64,20.91,24,[20.373543],20.373543,,171,86,21.64,21.64
spr,cg,4,4096,64,21.06,24,[20.853203],20.853203,,171,86,21.64,21.64
spr,cg,4,4096,64,21.34,24,[20.853203],20.853203,,171,86,21.64,21.64
pak,cg,5,4096,64,13.78,16,[11.608178],11.608178,,256,256,13.78,13.78
pak,cg,5,4096,64,13.79,16,[11.608178],11.608178,,256,256,13.79,13.79
rand,cg,5,4096,64,13.74,16,[15.022119],15.022119,,256,128,14.49,14.49
rand,cg,5,4096,64,13.77,16,[15.022119],15.022119,,256,128,14.49,14.49
spr,cg,5,4096,64,13.83,16,[13.030198],13.030198,,256,256,13.83,13.83
spr,cg,5,4096,64,13.79,16,[13.030198],13.030198,,256,256,13.79,13.79
pak,cg,5,4096,64,18.47,20,[18.691917],18.691917,,205,103,19.28,19.28
pak,cg,5,4096,64,18.47,20,[18.691917],18.691917,,205,103,19.28,19.28
rand,cg,5,4096,64,18.45,20,[18.764341],18.764341,,205,103,19.28,19.28
rand,cg,5,4096,64,18.54,20,[18.764341],18.764341,,205,103,19.28,19.28
spr,cg,5,4096,64,18.71,20,[20.016703],20.016703,,205,86,21.64,21.64
spr,cg,5,4096,64,18.75,20,[20.016703],20.016703,,205,86,21.64,21.64
pak,cg,5,4096,64,20.9,24,[20.609797],20.609797,,171,86,21.64,21.64
pak,cg,5,4096,64,20.91,24,[20.609797],20.609797,,171,86,21.64,21.64
rand,cg,5,4096,64,20.74,24,[22.18719],22.18719,,171,86,21.64,21.64
rand,cg,5,4096,64,21.0,24,[22.18719],22.18719,,171,86,21.64,21.64
spr,cg,5,4096,64,21.14,24,[20.27826],20.27826,,171,86,21.64,21.64
spr,cg,5,4096,64,21.26,24,[20.27826],20.27826,,171,86,21.64,21.64
pak,cg,2,4096,64,13.91,16,[7.753345],7.753345,,256,256,13.91,13.91
pak,cg,2,4096,64,13.86,16,[7.753345],7.753345,,256,256,13.86,13.86
rand,cg,2,4096,64,13.86,16,[11.871258],11.871258,,256,256,13.86,13.86
rand,cg,2,4096,64,13.87,16,[11.871258],11.871258,,256,256,13.87,13.87
spr,cg,2,4096,64,13.91,16,[9.425401],9.425401,,256,256,13.91,13.91
spr,cg,2,4096,64,13.88,16,[9.425401],9.425401,,256,256,13.88,13.88
pak,cg,2,4096,64,23.61,20,[22.421675],22.421675,,205,86,21.64,21.64
pak,cg,2,4096,64,23.57,20,[22.421675],22.421675,,205,86,21.64,21.64
rand,cg,2,4096,64,24.79,20,[30.038784],30.038784,,205,52,33.02,33.02
rand,cg,2,4096,64,25.17,20,[30.038784],30.038784,,205,52,33.02,33.02
spr,cg,2,4096,64,24.53,20,[29.08632],29.08632,,205,64,26.33,26.33
spr,cg,2,4096,64,24.58,20,[29.08632],29.08632,,205,64,26.33,26.33
pak,cg,2,4096,64,28.26,24,[29.965708],29.965708,,171,52,32.65,32.65
pak,cg,2,4096,64,28.31,24,[29.965708],29.965708,,171,52,32.65,32.65
rand,cg,2,4096,64,29.36,24,[32.78169],32.78169,,171,32,33.6,33.6
rand,cg,2,4096,64,30.62,24,[32.78169],32.78169,,171,32,33.6,33.6
spr,cg,2,4096,64,27.73,24,[28.946125],28.946125,,171,64,26.33,26.33
spr,cg,2,4096,64,27.83,24,[28.946125],28.946125,,171,64,26.33,26.33
pak,cg,1,4096,64,13.88,16,[9.314155],9.314155,,256,256,13.88,13.88
pak,cg,1,4096,64,13.89,16,[9.314155],9.314155,,256,256,13.89,13.89
rand,cg,1,4096,64,13.9,16,[14.007914],14.007914,,256,128,14.49,14.49
rand,cg,1,4096,64,13.87,16,[14.007914],14.007914,,256,128,14.49,14.49
spr,cg,1,4096,64,13.91,16,[10.648794],10.648794,,256,256,13.91,13.91
spr,cg,1,4096,64,13.89,16,[10.648794],10.648794,,256,256,13.89,13.89
pak,cg,1,4096,64,32.76,20,[32.920216],32.920216,,205,32,33.6,33.6
pak,cg,1,4096,64,32.57,20,[32.920216],32.920216,,205,32,33.6,33.6
rand,cg,1,4096,64,39.75,20,[45.689705],45.689705,,205,22,44.38,44.38
rand,cg,1,4096,64,55.43,20,[45.689705],45.689705,,205,22,44.38,44.38
spr,cg,1,4096,64,33.47,20,[30.433895],30.433895,,205,32,33.36,33.36
spr,cg,1,4096,64,33.43,20,[30.433895],30.433895,,205,32,33.36,33.36
pak,cg,1,4096,64,45.3,24,[41.253548],41.253548,,171,22,44.38,44.38
pak,cg,1,4096,64,45.59,24,[41.253548],41.253548,,171,22,44.38,44.38
rand,cg,1,4096,64,50.0,24,[44.382557],44.382557,,171,22,44.38,44.38
rand,cg,1,4096,64,56.06,24,[44.382557],44.382557,,171,22,44.38,44.38
spr,cg,1,4096,64,37.9,24,[36.41738],36.41738,,171,32,33.6,33.6
spr,cg,1,4096,64,38.07,24,[36.41738],36.41738,,171,32,33.6,33.6
pak,cg,3,4096,80,13.46,16,[11.780758],11.780758,,256,256,13.46,13.46
pak,cg,3,4096,80,13.5,16,[11.780758],11.780758,,256,256,13.5,13.5
rand,cg,3,4096,80,13.41,16,[13.759302],13.759302,,256,128,14.49,14.49
rand,cg,3,4096,80,13.5,16,[13.759302],13.759302,,256,128,14.49,14.49
spr,cg,3,4096,80,13.41,16,[14.906808],14.906808,,256,128,14.49,14.49
spr,cg,3,4096,80,13.44,16,[14.906808],14.906808,,256,128,14.49,14.49
pak,cg,3,4096,80,18.03,20,[20.74961],20.74961,,205,86,21.64,21.64
pak,cg,3,4096,80,18.06,20,[20.74961],20.74961,,205,86,21.64,21.64
rand,cg,3,4096,80,18.38,20,[21.574396],21.574396,,205,86,21.64,21.64
rand,cg,3,4096,80,19.07,20,[21.574396],21.574396,,205,86,21.64,21.64
spr,cg,3,4096,80,18.7,20,[16.151432],16.151432,,205,128,14.49,14.49
spr,cg,3,4096,80,18.69,20,[16.151432],16.151432,,205,128,14.49,14.49
pak,cg,3,4096,80,20.8,24,[21.282497],21.282497,,171,86,21.64,21.64
rand,cg,3,4096,80,21.2,24,[25.026133],25.026133,,171,64,26.33,26.33
spr,cg,3,4096,80,21.41,24,[20.772429],20.772429,,171,86,21.64,21.64
pak,cg,4,4096,80,13.42,16,[11.856509],11.856509,,256,256,13.42,13.42
pak,cg,4,4096,80,13.45,16,[11.856509],11.856509,,256,256,13.45,13.45
rand,cg,4,4096,80,13.45,16,[11.103343],11.103343,,256,256,13.45,13.45
rand,cg,4,4096,80,13.48,16,[11.103343],11.103343,,256,256,13.48,13.48
spr,cg,4,4096,80,13.46,16,[14.086052],14.086052,,256,128,14.49,14.49
spr,cg,4,4096,80,13.42,16,[14.086052],14.086052,,256,128,14.49,14.49
pak,cg,4,4096,80,17.95,20,[19.79709],19.79709,,205,86,21.64,21.64
pak,cg,4,4096,80,17.93,20,[19.79709],19.79709,,205,86,21.64,21.64
rand,cg,4,4096,80,18.08,20,[17.35576],17.35576,,205,128,14.49,14.49
rand,cg,4,4096,80,17.94,20,[17.35576],17.35576,,205,128,14.49,14.49
spr,cg,4,4096,80,18.26,20,[20.863352],20.863352,,205,86,21.64,21.64
spr,cg,4,4096,80,17.97,20,[20.863352],20.863352,,205,86,21.64,21.64
pak,cg,4,4096,80,20.2,24,[20.33307],20.33307,,171,86,21.64,21.64
rand,cg,4,4096,80,19.96,24,[21.658255],21.658255,,171,86,21.64,21.64
spr,cg,4,4096,80,20.28,24,[18.904177],18.904177,,171,103,19.28,19.28
pak,cg,5,4096,80,13.49,16,[13.001621],13.001621,,256,256,13.49,13.49
pak,cg,5,4096,80,13.42,16,[13.001621],13.001621,,256,256,13.42,13.42
rand,cg,5,4096,80,13.44,16,[9.398776],9.398776,,256,256,13.44,13.44
rand,cg,5,4096,80,13.43,16,[9.398776],9.398776,,256,256,13.43,13.43
spr,cg,5,4096,80,13.44,16,[15.382057],15.382057,,256,128,14.49,14.49
spr,cg,5,4096,80,13.51,16,[15.382057],15.382057,,256,128,14.49,14.49
pak,cg,5,4096,80,17.89,20,[16.224033],16.224033,,205,128,14.49,14.49
pak,cg,5,4096,80,17.94,20,[16.224033],16.224033,,205,128,14.49,14.49
rand,cg,5,4096,80,18.02,20,[17.757784],17.757784,,205,103,19.28,19.28
rand,cg,5,4096,80,18.01,20,[17.757784],17.757784,,205,103,19.28,19.28
spr,cg,5,4096,80,18.05,20,[20.609474],20.609474,,205,86,21.64,21.64
spr,cg,5,4096,80,18.26,20,[20.609474],20.609474,,205,86,21.64,21.64
pak,cg,5,4096,80,20.18,24,[20.064833],20.064833,,171,86,21.64,21.64
rand,cg,5,4096,80,19.99,24,[19.027124],19.027124,,171,103,19.28,19.28
spr,cg,5,4096,80,20.33,24,[19.021318],19.021318,,171,103,19.28,19.28
pak,cg,2,4096,80,13.52,16,[10.643312],10.643312,,256,256,13.52,13.52
pak,cg,2,4096,80,13.55,16,[10.643312],10.643312,,256,256,13.55,13.55
rand,cg,2,4096,80,13.53,16,[13.964646],13.964646,,256,128,14.49,14.49
rand,cg,2,4096,80,13.51,16,[13.964646],13.964646,,256,128,14.49,14.49
spr,cg,2,4096,80,13.55,16,[12.822688],12.822688,,256,256,13.55,13.55
spr,cg,2,4096,80,13.52,16,[12.822688],12.822688,,256,256,13.52,13.52
pak,cg,2,4096,80,23.15,20,[22.240866],22.240866,,205,86,21.64,21.64
pak,cg,2,4096,80,23.2,20,[22.240866],22.240866,,205,86,21.64,21.64
rand,cg,2,4096,80,24.71,20,[24.30765],24.30765,,205,64,26.33,26.33
rand,cg,2,4096,80,26.15,20,[24.30765],24.30765,,205,64,26.33,26.33
spr,cg,2,4096,80,24.07,20,[24.740171],24.740171,,205,64,26.33,26.33
spr,cg,2,4096,80,24.11,20,[24.740171],24.740171,,205,64,26.33,26.33
pak,cg,2,4096,80,27.71,24,[30.051285],30.051285,,171,52,33.02,33.02
rand,cg,2,4096,80,30.25,24,[31.322115],31.322115,,171,32,33.6,33.6
spr,cg,2,4096,80,27.21,24,[26.947319],26.947319,,171,64,26.33,26.33
pak,cg,1,4096,80,13.54,16,[11.443699],11.443699,,256,256,13.54,13.54
pak,cg,1,4096,80,13.51,16,[11.443699],11.443699,,256,256,13.51,13.51
rand,cg,1,4096,80,13.51,16,[12.853112],12.853112,,256,256,13.51,13.51
rand,cg,1,4096,80,13.56,16,[12.853112],12.853112,,256,256,13.56,13.56
spr,cg,1,4096,80,13.61,16,[11.33588],11.33588,,256,256,13.61,13.61
spr,cg,1,4096,80,13.52,16,[11.33588],11.33588,,256,256,13.52,13.52
pak,cg,1,4096,80,32.22,20,[33.618324],33.618324,,205,32,33.6,33.6
pak,cg,1,4096,80,32.04,20,[33.618324],33.618324,,205,32,33.6,33.6
rand,cg,1,4096,80,40.63,20,[30.95076],30.95076,,205,32,33.6,33.6
rand,cg,1,4096,80,37.37,20,[30.95076],30.95076,,205,32,33.6,33.6
spr,cg,1,4096,80,32.74,20,[21.517746],21.517746,,205,86,21.64,21.64
spr,cg,1,4096,80,32.62,20,[21.517746],21.517746,,205,86,21.64,21.64
pak,cg,1,4096,80,44.82,24,[41.234543],41.234543,,171,22,44.38,44.38
rand,cg,1,4096,80,45.94,24,[34.07126],34.07126,,171,32,33.6,33.6
