Algorithm,app,bwlevel,nodecount,power_cap,runtime,Thread_count,prediction,pred_runtime,Domain,node_count,config_node_count,config_runtime,pred_config_runtime
spr,CoMD,1,512,64,39.4856,16,[41.62948],41.62948,,32,22,42.1447,42.1447
pak,CoMD,1,512,64,35.8287,16,[41.095947],41.095947,,32,22,42.1447,42.1447
rand,CoMD,1,512,64,41.5681,16,[41.006287],41.006287,,32,22,42.1447,42.1447
spr,CoMD,2,512,64,38.4217,16,[41.68732],41.68732,,32,22,42.1447,42.1447
pak,CoMD,2,512,64,37.8492,16,[38.72183],38.72183,,32,22,42.1447,42.1447
rand,CoMD,2,512,64,39.5879,16,[44.0584],44.0584,,32,22,42.1447,42.1447
spr,CoMD,3,512,64,39.6499,16,[36.48783],36.48783,,32,22,39.1388,39.1388
pak,CoMD,3,512,64,36.935,16,[35.76158],35.76158,,32,22,39.1388,39.1388
rand,CoMD,3,512,64,39.3345,16,[43.165115],43.165115,,32,22,42.1447,42.1447
spr,CoMD,4,512,64,37.0282,16,[35.147156],35.147156,,32,22,38.1979,38.1979
pak,CoMD,4,512,64,36.8455,16,[34.674175],34.674175,,32,26,37.7893,37.7893
rand,CoMD,4,512,64,39.9155,16,[40.66508],40.66508,,32,22,42.1447,42.1447
spr,CoMD,5,512,64,38.6121,16,[35.12162],35.12162,,32,22,38.1979,38.1979
pak,CoMD,5,512,64,37.0098,16,[38.14566],38.14566,,32,22,40.1533,40.1533
rand,CoMD,5,512,64,38.2594,16,[40.061504],40.061504,,32,22,42.1447,42.1447
spr,CoMD,1,512,80,35.7045,16,[37.079346],37.079346,,32,22,40.1533,40.1533
pak,CoMD,1,512,80,34.0391,16,[34.079636],34.079636,,32,26,37.3701,37.3701
rand,CoMD,1,512,80,35.4028,16,[38.4032],38.4032,,32,22,42.1447,42.1447
spr,CoMD,2,512,80,34.8359,16,[36.838863],36.838863,,32,22,40.1533,40.1533
pak,CoMD,2,512,80,34.6894,16,[33.79915],33.79915,,32,26,36.0056,36.0056
rand,CoMD,2,512,80,37.3806,16,[38.414326],38.414326,,32,22,42.1447,42.1447
spr,CoMD,3,512,80,34.7461,16,[34.408943],34.408943,,32,26,37.7893,37.7893
pak,CoMD,3,512,80,33.8352,16,[33.738808],33.738808,,32,26,36.0056,36.0056
rand,CoMD,3,512,80,34.9554,16,[39.070442],39.070442,,32,22,42.1447,42.1447
spr,CoMD,4,512,80,33.9249,16,[35.63572],35.63572,,32,22,39.1388,39.1388
pak,CoMD,4,512,80,33.9109,16,[32.663025],32.663025,,32,32,33.9109,33.9109
rand,CoMD,4,512,80,33.9146,16,[36.44245],36.44245,,32,22,39.1388,39.1388
spr,CoMD,5,512,80,33.5766,16,[34.659386],34.659386,,32,26,37.7893,37.7893
pak,CoMD,5,512,80,35.3372,16,[33.52563],33.52563,,32,26,36.0056,36.0056
rand,CoMD,5,512,80,35.8816,16,[36.743454],36.743454,,32,22,40.1533,40.1533
pak,CoMD,1,512,115,34.8292,16,[35.76997],35.76997,,32,22,39.1388,39.1388
rand,CoMD,1,512,115,36.8576,16,[37.498035],37.498035,,32,22,40.1533,40.1533
spr,CoMD,2,512,115,36.0956,16,[36.145084],36.145084,,32,22,39.1388,39.1388
pak,CoMD,2,512,115,35.4795,16,[35.87583],35.87583,,32,22,39.1388,39.1388
rand,CoMD,2,512,115,36.0533,16,[37.925407],37.925407,,32,22,40.1533,40.1533
spr,CoMD,3,512,115,34.0974,16,[32.93384],32.93384,,32,26,36.0056,36.0056
pak,CoMD,3,512,115,35.8808,16,[36.43465],36.43465,,32,22,39.1388,39.1388
rand,CoMD,3,512,115,34.5862,16,[40.288357],40.288357,,32,22,42.1447,42.1447
spr,CoMD,4,512,115,35.5614,16,[29.860344],29.860344,,32,32,35.5614,35.5614
pak,CoMD,4,512,115,35.0184,16,[35.552002],35.552002,,32,22,38.1979,38.1979
rand,CoMD,4,512,115,35.8466,16,[40.148476],40.148476,,32,22,42.1447,42.1447
spr,CoMD,5,512,115,34.822,16,[33.399254],33.399254,,32,26,36.0056,36.0056
pak,CoMD,5,512,115,33.401,16,[37.059902],37.059902,,32,22,40.1533,40.1533
rand,CoMD,5,512,115,35.644,16,[39.733265],39.733265,,32,22,42.1447,42.1447
spr,CoMD,1,512,64,46.1885,20,[47.882515],47.882515,,26,22,42.1447,42.1447
pak,CoMD,1,512,64,43.5869,20,[44.822945],44.822945,,26,22,42.1447,42.1447
rand,CoMD,1,512,64,46.8202,20,[50.174397],50.174397,,26,22,42.1447,42.1447
spr,CoMD,2,512,64,44.6563,20,[44.17127],44.17127,,26,22,42.1447,42.1447
pak,CoMD,2,512,64,42.8861,20,[45.077335],45.077335,,26,22,42.1447,42.1447
rand,CoMD,2,512,64,47.533,20,[50.29183],50.29183,,26,22,42.1447,42.1447
spr,CoMD,3,512,64,45.7244,20,[52.12924],52.12924,,26,22,42.1447,42.1447
pak,CoMD,3,512,64,43.1533,20,[45.611183],45.611183,,26,22,42.1447,42.1447
rand,CoMD,3,512,64,44.7492,20,[45.557228],45.557228,,26,22,42.1447,42.1447
spr,CoMD,4,512,64,44.1048,20,[46.89818],46.89818,,26,22,42.1447,42.1447
pak,CoMD,4,512,64,42.6364,20,[42.400642],42.400642,,26,22,42.1447,42.1447
rand,CoMD,4,512,64,43.5986,20,[42.615044],42.615044,,26,22,42.1447,42.1447
spr,CoMD,5,512,64,45.1758,20,[42.24476],42.24476,,26,22,42.1447,42.1447
pak,CoMD,5,512,64,42.8405,20,[39.08909],39.08909,,26,22,42.1447,42.1447
rand,CoMD,5,512,64,43.9536,20,[42.09096],42.09096,,26,22,42.1447,42.1447
spr,CoMD,1,512,80,39.919,20,[37.903633],37.903633,,26,22,40.1533,40.1533
pak,CoMD,1,512,80,38.3182,20,[36.468945],36.468945,,26,22,39.1388,39.1388
rand,CoMD,1,512,80,43.2692,20,[48.55714],48.55714,,26,22,42.1447,42.1447
spr,CoMD,2,512,80,39.91,20,[36.07702],36.07702,,26,22,39.1388,39.1388
pak,CoMD,2,512,80,39.2629,20,[42.84803],42.84803,,26,22,42.1447,42.1447
rand,CoMD,2,512,80,40.9692,20,[42.697594],42.697594,,26,22,42.1447,42.1447
spr,CoMD,3,512,80,40.2167,20,[41.106686],41.106686,,26,22,42.1447,42.1447
pak,CoMD,3,512,80,38.2978,20,[35.38584],35.38584,,26,22,38.1979,38.1979
rand,CoMD,3,512,80,40.5704,20,[40.540646],40.540646,,26,22,42.1447,42.1447
spr,CoMD,4,512,80,37.94,20,[41.968376],41.968376,,26,22,42.1447,42.1447
pak,CoMD,4,512,80,38.2212,20,[37.908787],37.908787,,26,22,40.1533,40.1533
rand,CoMD,4,512,80,38.7279,20,[41.322094],41.322094,,26,22,42.1447,42.1447
spr,CoMD,5,512,80,38.533,20,[40.19125],40.19125,,26,22,42.1447,42.1447
pak,CoMD,5,512,80,38.251,20,[35.07929],35.07929,,26,22,38.1979,38.1979
rand,CoMD,5,512,80,37.9083,20,[41.012863],41.012863,,26,22,42.1447,42.1447
spr,CoMD,1,512,115,40.764,20,[38.357296],38.357296,,26,22,42.1447,42.1447
pak,CoMD,1,512,115,39.8226,20,[39.147778],39.147778,,26,22,42.1447,42.1447
rand,CoMD,1,512,115,41.4232,20,[42.308304],42.308304,,26,22,42.1447,42.1447
spr,CoMD,2,512,115,41.2631,20,[37.4752],37.4752,,26,22,40.1533,40.1533
pak,CoMD,2,512,115,39.8446,20,[43.97697],43.97697,,26,22,42.1447,42.1447
rand,CoMD,2,512,115,40.5709,20,[43.404476],43.404476,,26,22,42.1447,42.1447
spr,CoMD,3,512,115,39.1163,20,[40.615593],40.615593,,26,22,42.1447,42.1447
pak,CoMD,3,512,115,38.1473,20,[38.33251],38.33251,,26,22,42.1447,42.1447
rand,CoMD,3,512,115,39.7956,20,[41.38699],41.38699,,26,22,42.1447,42.1447
spr,CoMD,4,512,115,38.0234,20,[39.04383],39.04383,,26,22,42.1447,42.1447
pak,CoMD,4,512,115,37.3701,20,[36.498894],36.498894,,26,22,39.1388,39.1388
rand,CoMD,4,512,115,37.3837,20,[38.56633],38.56633,,26,22,42.1447,42.1447
spr,CoMD,5,512,115,37.9654,20,[37.1771],37.1771,,26,22,40.1533,40.1533
pak,CoMD,5,512,115,37.7893,20,[32.674942],32.674942,,26,26,37.7893,37.7893
rand,CoMD,5,512,115,37.7376,20,[39.11359],39.11359,,26,22,42.1447,42.1447
spr,CoMD,1,512,64,51.3931,24,[52.013714],52.013714,,22,22,51.3931,51.3931
pak,CoMD,1,512,64,47.3946,24,[42.602207],42.602207,,22,22,47.3946,47.3946
rand,CoMD,1,512,64,53.8891,24,[55.436024],55.436024,,22,22,53.8891,53.8891
spr,CoMD,2,512,64,51.3236,24,[50.266453],50.266453,,22,22,51.3236,51.3236
pak,CoMD,2,512,64,48.1787,24,[40.310097],40.310097,,22,22,48.1787,48.1787
rand,CoMD,2,512,64,50.5937,24,[54.79607],54.79607,,22,22,50.5937,50.5937
spr,CoMD,3,512,64,50.1271,24,[44.836395],44.836395,,22,22,50.1271,50.1271
pak,CoMD,3,512,64,47.6891,24,[53.575527],53.575527,,22,22,47.6891,47.6891
rand,CoMD,3,512,64,50.2685,24,[53.85053],53.85053,,22,22,50.2685,50.2685
spr,CoMD,4,512,64,49.3084,24,[48.89253],48.89253,,22,22,49.3084,49.3084
pak,CoMD,4,512,64,47.3286,24,[46.87935],46.87935,,22,22,47.3286,47.3286
rand,CoMD,4,512,64,48.6047,24,[50.477047],50.477047,,22,22,48.6047,48.6047
spr,CoMD,5,512,64,49.8253,24,[49.2669],49.2669,,22,22,49.8253,49.8253
pak,CoMD,5,512,64,48.3123,24,[42.92866],42.92866,,22,22,48.3123,48.3123
rand,CoMD,5,512,64,49.1782,24,[45.164894],45.164894,,22,22,49.1782,49.1782
spr,CoMD,1,512,80,44.5447,24,[47.207287],47.207287,,22,22,44.5447,44.5447
pak,CoMD,1,512,80,40.7837,24,[40.33085],40.33085,,22,22,40.7837,40.7837
rand,CoMD,1,512,80,45.9374,24,[50.34446],50.34446,,22,22,45.9374,45.9374
spr,CoMD,2,512,80,43.3705,24,[47.88913],47.88913,,22,22,43.3705,43.3705
pak,CoMD,2,512,80,40.9296,24,[39.099426],39.099426,,22,22,40.9296,40.9296
rand,CoMD,2,512,80,43.5659,24,[49.216602],49.216602,,22,22,43.5659,43.5659
spr,CoMD,3,512,80,43.1641,24,[41.995285],41.995285,,22,22,43.1641,43.1641
pak,CoMD,3,512,80,41.2325,24,[40.93306],40.93306,,22,22,41.2325,41.2325
rand,CoMD,3,512,80,43.6065,24,[46.15282],46.15282,,22,22,43.6065,43.6065
spr,CoMD,4,512,80,41.1781,24,[39.735336],39.735336,,22,22,41.1781,41.1781
pak,CoMD,4,512,80,41.2599,24,[43.374165],43.374165,,22,22,41.2599,41.2599
rand,CoMD,4,512,80,42.0794,24,[43.478943],43.478943,,22,22,42.0794,42.0794
spr,CoMD,5,512,80,41.8364,24,[40.833263],40.833263,,22,22,41.8364,41.8364
pak,CoMD,5,512,80,41.3121,24,[41.266827],41.266827,,22,22,41.3121,41.3121
rand,CoMD,5,512,80,41.1514,24,[43.888622],43.888622,,22,22,41.1514,41.1514
spr,CoMD,1,512,115,42.073,24,[37.9367],37.9367,,22,22,42.073,42.073
pak,CoMD,1,512,115,39.261,24,[44.47499],44.47499,,22,22,39.261,39.261
rand,CoMD,1,512,115,44.694,24,[46.25351],46.25351,,22,22,44.694,44.694
spr,CoMD,2,512,115,42.1447,24,[36.92446],36.92446,,22,22,42.1447,42.1447
pak,CoMD,2,512,115,39.7869,24,[42.23238],42.23238,,22,22,39.7869,39.7869
rand,CoMD,2,512,115,42.6796,24,[42.99258],42.99258,,22,22,42.6796,42.6796
spr,CoMD,3,512,115,40.8211,24,[42.526733],42.526733,,22,22,40.8211,40.8211
pak,CoMD,3,512,115,39.1388,24,[39.929543],39.929543,,22,22,39.1388,39.1388
rand,CoMD,3,512,115,40.56,24,[37.9465],37.9465,,22,22,40.56,40.56
spr,CoMD,4,512,115,39.2648,24,[42.983635],42.983635,,22,22,39.2648,39.2648
pak,CoMD,4,512,115,38.4736,24,[42.164406],42.164406,,22,22,38.4736,38.4736
rand,CoMD,4,512,115,39.4218,24,[39.987972],39.987972,,22,22,39.4218,39.4218
spr,CoMD,5,512,115,39.7904,24,[43.897587],43.897587,,22,22,39.7904,39.7904
pak,CoMD,5,512,115,39.3817,24,[42.98005],42.98005,,22,22,39.3817,39.3817
rand,CoMD,5,512,115,39.3005,24,[40.889225],40.889225,,22,22,39.3005,39.3005
rand,CoMD,1,512,64,40.5446,16,[41.006287],41.006287,,32,22,42.1447,42.1447
rand,CoMD,2,512,64,38.3002,16,[44.0584],44.0584,,32,22,42.1447,42.1447
rand,CoMD,3,512,64,37.5412,16,[43.165115],43.165115,,32,22,42.1447,42.1447
rand,CoMD,4,512,64,38.1761,16,[40.66508],40.66508,,32,22,42.1447,42.1447
rand,CoMD,5,512,64,37.2467,16,[40.061504],40.061504,,32,22,42.1447,42.1447
rand,CoMD,1,512,80,36.4466,16,[38.4032],38.4032,,32,22,42.1447,42.1447
rand,CoMD,2,512,80,34.7423,16,[38.414326],38.414326,,32,22,42.1447,42.1447
rand,CoMD,3,512,80,35.0206,16,[39.070442],39.070442,,32,22,42.1447,42.1447
rand,CoMD,4,512,80,34.971,16,[36.44245],36.44245,,32,22,39.1388,39.1388
rand,CoMD,5,512,80,34.2762,16,[36.743454],36.743454,,32,22,40.1533,40.1533
rand,CoMD,1,512,115,37.1949,16,[37.498035],37.498035,,32,22,40.1533,40.1533
rand,CoMD,2,512,115,35.3526,16,[37.925407],37.925407,,32,22,40.1533,40.1533
rand,CoMD,3,512,115,35.208,16,[40.288357],40.288357,,32,22,42.1447,42.1447
rand,CoMD,4,512,115,34.56,16,[40.148476],40.148476,,32,22,42.1447,42.1447
rand,CoMD,5,512,115,33.9367,16,[39.733265],39.733265,,32,22,42.1447,42.1447
rand,CoMD,1,512,64,47.5484,20,[50.174397],50.174397,,26,22,42.1447,42.1447
rand,CoMD,2,512,64,46.6069,20,[50.29183],50.29183,,26,22,42.1447,42.1447
rand,CoMD,3,512,64,45.0535,20,[45.557228],45.557228,,26,22,42.1447,42.1447
rand,CoMD,4,512,64,43.7073,20,[42.615044],42.615044,,26,22,42.1447,42.1447
rand,CoMD,5,512,64,43.6,20,[42.09096],42.09096,,26,22,42.1447,42.1447
rand,CoMD,1,512,80,41.7604,20,[48.55714],48.55714,,26,22,42.1447,42.1447
rand,CoMD,2,512,80,42.5271,20,[42.697594],42.697594,,26,22,42.1447,42.1447
rand,CoMD,3,512,80,40.123,20,[40.540646],40.540646,,26,22,42.1447,42.1447
rand,CoMD,4,512,80,38.3758,20,[41.322094],41.322094,,26,22,42.1447,42.1447
rand,CoMD,5,512,80,38.4931,20,[41.012863],41.012863,,26,22,42.1447,42.1447
rand,CoMD,1,512,115,42.1792,20,[42.308304],42.308304,,26,22,42.1447,42.1447
rand,CoMD,2,512,115,40.2207,20,[43.404476],43.404476,,26,22,42.1447,42.1447
rand,CoMD,3,512,115,38.3543,20,[41.38699],41.38699,,26,22,42.1447,42.1447
rand,CoMD,4,512,115,37.2856,20,[38.56633],38.56633,,26,22,42.1447,42.1447
rand,CoMD,5,512,115,36.0056,20,[39.11359],39.11359,,26,22,42.1447,42.1447
rand,CoMD,1,512,64,51.0499,24,[55.436024],55.436024,,22,22,51.0499,51.0499
rand,CoMD,2,512,64,50.3551,24,[54.79607],54.79607,,22,22,50.3551,50.3551
rand,CoMD,3,512,64,49.4014,24,[53.85053],53.85053,,22,22,49.4014,49.4014
rand,CoMD,4,512,64,48.1675,24,[50.477047],50.477047,,22,22,48.1675,48.1675
rand,CoMD,5,512,64,46.7518,24,[45.164894],45.164894,,22,22,46.7518,46.7518
rand,CoMD,1,512,80,45.2929,24,[50.34446],50.34446,,22,22,45.2929,45.2929
rand,CoMD,2,512,80,44.7775,24,[49.216602],49.216602,,22,22,44.7775,44.7775
rand,CoMD,3,512,80,42.786,24,[46.15282],46.15282,,22,22,42.786,42.786
rand,CoMD,4,512,80,40.476,24,[43.478943],43.478943,,22,22,40.476,40.476
rand,CoMD,5,512,80,40.2799,24,[43.888622],43.888622,,22,22,40.2799,40.2799
rand,CoMD,1,512,115,42.3952,24,[46.25351],46.25351,,22,22,42.3952,42.3952
rand,CoMD,2,512,115,42.5873,24,[42.99258],42.99258,,22,22,42.5873,42.5873
rand,CoMD,3,512,115,40.1533,24,[37.9465],37.9465,,22,22,40.1533,40.1533
rand,CoMD,4,512,115,39.133,24,[39.987972],39.987972,,22,22,39.133,39.133
rand,CoMD,5,512,115,38.1979,24,[40.889225],40.889225,,22,22,38.1979,38.1979
spr,CoMD,1,1024,64,40.9101,16,[42.41952],42.41952,,64,22,42.1447,42.1447
pak,CoMD,1,1024,64,39.2341,16,[43.416946],43.416946,,64,22,42.1447,42.1447
rand,CoMD,1,1024,64,40.8188,16,[42.76113],42.76113,,64,22,42.1447,42.1447
spr,CoMD,2,1024,64,38.9869,16,[40.93775],40.93775,,64,22,42.1447,42.1447
pak,CoMD,2,1024,64,38.9423,16,[38.417034],38.417034,,64,22,42.1447,42.1447
rand,CoMD,2,1024,64,40.3028,16,[44.716602],44.716602,,64,22,42.1447,42.1447
spr,CoMD,3,1024,64,38.7958,16,[35.727226],35.727226,,64,22,39.1388,39.1388
pak,CoMD,3,1024,64,41.0643,16,[37.26973],37.26973,,64,22,40.1533,40.1533
rand,CoMD,3,1024,64,39.336,16,[41.962315],41.962315,,64,22,42.1447,42.1447
spr,CoMD,4,1024,64,38.8404,16,[35.185753],35.185753,,64,22,38.1979,38.1979
pak,CoMD,4,1024,64,40.3092,16,[31.654125],31.654125,,64,32,33.9109,33.9109
rand,CoMD,4,1024,64,39.6615,16,[41.116222],41.116222,,64,22,42.1447,42.1447
spr,CoMD,5,1024,64,38.8352,16,[36.955498],36.955498,,64,22,40.1533,40.1533
pak,CoMD,5,1024,64,39.7455,16,[34.83923],34.83923,,64,22,38.1979,38.1979
rand,CoMD,5,1024,64,38.7414,16,[40.283783],40.283783,,64,22,42.1447,42.1447
spr,CoMD,1,1024,80,37.5018,16,[36.939056],36.939056,,64,22,40.1533,40.1533
pak,CoMD,1,1024,80,36.1795,16,[35.07523],35.07523,,64,22,38.1979,38.1979
rand,CoMD,1,1024,80,37.1474,16,[39.14032],39.14032,,64,22,42.1447,42.1447
spr,CoMD,2,1024,80,36.4532,16,[37.479637],37.479637,,64,22,40.1533,40.1533
pak,CoMD,2,1024,80,37.6545,16,[35.007984],35.007984,,64,22,38.1979,38.1979
rand,CoMD,2,1024,80,38.9572,16,[40.64406],40.64406,,64,22,42.1447,42.1447
spr,CoMD,3,1024,80,36.4773,16,[35.798367],35.798367,,64,22,39.1388,39.1388
pak,CoMD,3,1024,80,36.7382,16,[34.715584],34.715584,,64,26,37.7893,37.7893
rand,CoMD,3,1024,80,36.821,16,[39.69326],39.69326,,64,22,42.1447,42.1447
spr,CoMD,4,1024,80,35.1891,16,[35.649563],35.649563,,64,22,39.1388,39.1388
pak,CoMD,4,1024,80,36.198,16,[30.902922],30.902922,,64,32,33.9109,33.9109
rand,CoMD,4,1024,80,35.9367,16,[38.43909],38.43909,,64,22,42.1447,42.1447
spr,CoMD,5,1024,80,35.698,16,[35.04907],35.04907,,64,22,38.1979,38.1979
pak,CoMD,5,1024,80,37.4651,16,[31.863157],31.863157,,64,32,33.9109,33.9109
rand,CoMD,5,1024,80,34.5509,16,[37.718895],37.718895,,64,22,40.1533,40.1533
spr,CoMD,1,1024,115,38.0822,16,[48.99223],48.99223,,64,22,42.1447,42.1447
pak,CoMD,1,1024,115,36.7162,16,[36.971386],36.971386,,64,22,40.1533,40.1533
rand,CoMD,1,1024,115,37.6346,16,[37.751057],37.751057,,64,22,40.1533,40.1533
spr,CoMD,2,1024,115,35.4092,16,[36.08138],36.08138,,64,22,39.1388,39.1388
pak,CoMD,2,1024,115,37.1682,16,[38.43724],38.43724,,64,22,42.1447,42.1447
rand,CoMD,2,1024,115,38.4601,16,[40.22498],40.22498,,64,22,42.1447,42.1447
spr,CoMD,3,1024,115,35.8288,16,[30.161911],30.161911,,64,64,35.8288,35.8288
pak,CoMD,3,1024,115,37.5257,16,[37.76251],37.76251,,64,22,40.1533,40.1533
rand,CoMD,3,1024,115,34.8489,16,[40.453342],40.453342,,64,22,42.1447,42.1447
spr,CoMD,4,1024,115,35.5572,16,[32.82674],32.82674,,64,26,36.0056,36.0056
pak,CoMD,4,1024,115,34.3682,16,[38.61816],38.61816,,64,22,42.1447,42.1447
rand,CoMD,4,1024,115,36.2863,16,[40.323204],40.323204,,64,22,42.1447,42.1447
spr,CoMD,5,1024,115,34.064,16,[36.85784],36.85784,,64,22,40.1533,40.1533
pak,CoMD,5,1024,115,38.4839,16,[39.546883],39.546883,,64,22,42.1447,42.1447
rand,CoMD,5,1024,115,35.3527,16,[40.89242],40.89242,,64,22,42.1447,42.1447
spr,CoMD,1,1024,64,44.3303,20,[47.12853],47.12853,,52,22,42.1447,42.1447
pak,CoMD,1,1024,64,44.3378,20,[47.32901],47.32901,,52,22,42.1447,42.1447
rand,CoMD,1,1024,64,46.86,20,[49.772945],49.772945,,52,22,42.1447,42.1447
spr,CoMD,2,1024,64,44.6707,20,[45.325436],45.325436,,52,22,42.1447,42.1447
pak,CoMD,2,1024,64,43.6901,20,[45.086857],45.086857,,52,22,42.1447,42.1447
rand,CoMD,2,1024,64,45.6361,20,[44.247498],44.247498,,52,22,42.1447,42.1447
spr,CoMD,3,1024,64,43.5413,20,[50.206287],50.206287,,52,22,42.1447,42.1447
pak,CoMD,3,1024,64,43.221,20,[42.377003],42.377003,,52,22,42.1447,42.1447
rand,CoMD,3,1024,64,44.2601,20,[44.9068],44.9068,,52,22,42.1447,42.1447
spr,CoMD,4,1024,64,43.1713,20,[46.3399],46.3399,,52,22,42.1447,42.1447
pak,CoMD,4,1024,64,42.8289,20,[41.70041],41.70041,,52,22,42.1447,42.1447
rand,CoMD,4,1024,64,44.4572,20,[44.05893],44.05893,,52,22,42.1447,42.1447
spr,CoMD,5,1024,64,44.1631,20,[42.69863],42.69863,,52,22,42.1447,42.1447
pak,CoMD,5,1024,64,42.7853,20,[37.67285],37.67285,,52,22,40.1533,40.1533
rand,CoMD,5,1024,64,44.2862,20,[43.736374],43.736374,,52,22,42.1447,42.1447
spr,CoMD,1,1024,80,41.5173,20,[41.053402],41.053402,,52,22,42.1447,42.1447
pak,CoMD,1,1024,80,39.0518,20,[40.764668],40.764668,,52,22,42.1447,42.1447
rand,CoMD,1,1024,80,41.3779,20,[45.97299],45.97299,,52,22,42.1447,42.1447
spr,CoMD,2,1024,80,40.6267,20,[37.60335],37.60335,,52,22,40.1533,40.1533
pak,CoMD,2,1024,80,38.9458,20,[43.548435],43.548435,,52,22,42.1447,42.1447
rand,CoMD,2,1024,80,40.6925,20,[41.903866],41.903866,,52,22,42.1447,42.1447
spr,CoMD,3,1024,80,38.4687,20,[44.766037],44.766037,,52,22,42.1447,42.1447
pak,CoMD,3,1024,80,38.2962,20,[35.11103],35.11103,,52,22,38.1979,38.1979
rand,CoMD,3,1024,80,40.209,20,[40.33633],40.33633,,52,22,42.1447,42.1447
spr,CoMD,4,1024,80,39.0739,20,[41.94901],41.94901,,52,22,42.1447,42.1447
pak,CoMD,4,1024,80,37.9236,20,[38.80276],38.80276,,52,22,42.1447,42.1447
rand,CoMD,4,1024,80,38.8476,20,[39.886414],39.886414,,52,22,42.1447,42.1447
spr,CoMD,5,1024,80,38.3113,20,[40.48567],40.48567,,52,22,42.1447,42.1447
pak,CoMD,5,1024,80,38.1166,20,[38.42089],38.42089,,52,22,42.1447,42.1447
rand,CoMD,5,1024,80,38.774,20,[39.163807],39.163807,,52,22,42.1447,42.1447
spr,CoMD,1,1024,115,40.4938,20,[37.20189],37.20189,,52,22,40.1533,40.1533
pak,CoMD,1,1024,115,39.2091,20,[37.785095],37.785095,,52,22,40.1533,40.1533
rand,CoMD,1,1024,115,42.2815,20,[44.084454],44.084454,,52,22,42.1447,42.1447
spr,CoMD,2,1024,115,38.6475,20,[40.50845],40.50845,,52,22,42.1447,42.1447
pak,CoMD,2,1024,115,38.7537,20,[41.363102],41.363102,,52,22,42.1447,42.1447
rand,CoMD,2,1024,115,40.006,20,[43.44974],43.44974,,52,22,42.1447,42.1447
spr,CoMD,3,1024,115,40.0259,20,[39.500137],39.500137,,52,22,42.1447,42.1447
pak,CoMD,3,1024,115,38.4766,20,[38.492237],38.492237,,52,22,42.1447,42.1447
rand,CoMD,3,1024,115,39.0183,20,[39.829155],39.829155,,52,22,42.1447,42.1447
spr,CoMD,4,1024,115,38.3922,20,[41.700924],41.700924,,52,22,42.1447,42.1447
pak,CoMD,4,1024,115,38.4633,20,[36.766933],36.766933,,52,22,40.1533,40.1533
rand,CoMD,4,1024,115,37.6299,20,[40.262966],40.262966,,52,22,42.1447,42.1447
spr,CoMD,5,1024,115,37.7582,20,[35.688282],35.688282,,52,22,39.1388,39.1388
pak,CoMD,5,1024,115,37.5364,20,[37.887127],37.887127,,52,22,40.1533,40.1533
rand,CoMD,5,1024,115,39.0896,20,[38.52577],38.52577,,52,22,42.1447,42.1447
spr,CoMD,1,1024,64,50.2394,24,[55.641506],55.641506,,43,22,42.1447,42.1447
pak,CoMD,1,1024,64,49.6902,24,[44.9017],44.9017,,43,22,42.1447,42.1447
rand,CoMD,1,1024,64,54.4138,24,[56.561485],56.561485,,43,22,42.1447,42.1447
spr,CoMD,2,1024,64,50.2437,24,[52.77765],52.77765,,43,22,42.1447,42.1447
pak,CoMD,2,1024,64,50.3129,24,[45.832188],45.832188,,43,22,42.1447,42.1447
rand,CoMD,2,1024,64,52.9553,24,[56.1204],56.1204,,43,22,42.1447,42.1447
spr,CoMD,3,1024,64,48.383,24,[47.92688],47.92688,,43,22,42.1447,42.1447
pak,CoMD,3,1024,64,49.0081,24,[50.75959],50.75959,,43,22,42.1447,42.1447
rand,CoMD,3,1024,64,50.7728,24,[52.81887],52.81887,,43,22,42.1447,42.1447
spr,CoMD,4,1024,64,48.159,24,[49.892643],49.892643,,43,22,42.1447,42.1447
pak,CoMD,4,1024,64,49.084,24,[46.728157],46.728157,,43,22,42.1447,42.1447
rand,CoMD,4,1024,64,49.0854,24,[49.720715],49.720715,,43,22,42.1447,42.1447
spr,CoMD,5,1024,64,48.7705,24,[48.628063],48.628063,,43,22,42.1447,42.1447
pak,CoMD,5,1024,64,49.1731,24,[42.40757],42.40757,,43,22,42.1447,42.1447
rand,CoMD,5,1024,64,48.7493,24,[48.05583],48.05583,,43,22,42.1447,42.1447
spr,CoMD,1,1024,80,43.9614,24,[49.061222],49.061222,,43,22,42.1447,42.1447
pak,CoMD,1,1024,80,43.3831,24,[40.140587],40.140587,,43,22,42.1447,42.1447
rand,CoMD,1,1024,80,46.3953,24,[52.559383],52.559383,,43,22,42.1447,42.1447
spr,CoMD,2,1024,80,44.4307,24,[48.558483],48.558483,,43,22,42.1447,42.1447
pak,CoMD,2,1024,80,42.3984,24,[41.876152],41.876152,,43,22,42.1447,42.1447
rand,CoMD,2,1024,80,44.5374,24,[48.359997],48.359997,,43,22,42.1447,42.1447
spr,CoMD,3,1024,80,42.0167,24,[45.7964],45.7964,,43,22,42.1447,42.1447
pak,CoMD,3,1024,80,41.8551,24,[40.578808],40.578808,,43,22,42.1447,42.1447
rand,CoMD,3,1024,80,43.2264,24,[46.67939],46.67939,,43,22,42.1447,42.1447
spr,CoMD,4,1024,80,42.0119,24,[41.585026],41.585026,,43,22,42.1447,42.1447
